,titles,dates
10208,"Duality analysis in symmetric group and its application to random tensor
  network model",2023-10-22
10209,Harnessing ChatGPT for thematic analysis: Are we ready?,2023-10-23
10210,A Reusable Machine-Calculus for Automated Resource Analyses,2023-10-23
10211,"zonoLAB: A MATLAB toolbox for set-based control systems analysis using
  hybrid zonotopes",2023-10-24
10212,"Learning Dynamics in Linear VAE: Posterior Collapse Threshold,
  Superfluous Latent Space Pitfalls, and Speedup with KL Annealing",2023-10-24
10213,"On the Convergence and Sample Complexity Analysis of Deep Q-Networks
  with $ε$-Greedy Exploration",2023-10-24
10214,Datastore Design for Analysis of Police Broadcast Audio at Scale,2023-10-25
10215,Progress in the partial-wave analysis methods at COMPASS,2023-11-01
10216,"Statistical Results of Multivariate Fox-H Function for Exact Performance
  Analysis of RIS-Assisted Wireless Communication",2023-11-02
10217,"Sharp error analysis for averaging Crank-Nicolson schemes with
  corrections for subdiffusion with nonsmooth solutions",2023-11-06
10218,Progress in the Partial-Wave Analysis Methods at COMPASS,2023-11-06
10219,Fokker-Planck analysis of superresolution microscopy images,2023-11-08
10220,"A priori analysis of a tensor ROM for parameter dependent parabolic
  problems",2023-11-14
10221,"A Comparative Analysis of the COVID-19 Infodemic in English and Chinese:
  Insights from Social Media Textual Data",2023-11-14
10222,"FATURA: A Multi-Layout Invoice Image Dataset for Document Analysis and
  Understanding",2023-11-20
10223,Knot data analysis using multiscale Gauss link integral,2023-10-03
10224,"FEM for 1D-problems involving the logarithmic Laplacian: error estimates
  and numerical implementation",2023-11-22
10225,GPGPU Acceleration of Incoherent Scatter Radar Plasma Line Analysis,2023-11-30
10226,"Introducing Modelling, Analysis and Control of Three-Phase Electrical
  Systems Using Geometric Algebra",2023-12-03
10227,"Error analysis of BDF 1-6 time-stepping methods for the transient Stokes
  problem: velocity and pressure estimates",2023-12-09
10228,Efficient harmonic resolvent analysis via time-stepping,2023-12-10
10229,"XAI meets Biology: A Comprehensive Review of Explainable AI in
  Bioinformatics Applications",2023-12-11
10230,Model selection for risk analysis of wastewater networks,2023-11-30
10231,Spectral estimation for spatial point processes and random fields,2023-12-15
10232,"Finite element analysis of the nearly incompressible linear elasticity
  eigenvalue problem with variable coefficients",2023-12-17
10233,"Energy norm error estimates and convergence analysis for a stabilized
  Maxwell's equations in conductive media",2023-12-20
10234,Towards Efficient Time Stepping for Numerical Shape Correspondence,2023-12-21
10235,"Total variation in popular rap vocals from 2009-2023: extension of the
  analysis by Georgieva, Ripolles & McFee",2023-12-21
10236,"A data driven Koopman-Schur decomposition for computational analysis of
  nonlinear dynamics",2023-12-26
10237,"High order Lagrange-Galerkin methods for the conservative formulation of
  the advection-diffusion equation",2024-01-04
10238,A Three-dimensional tumor growth model and its boundary instability,2024-01-10
10239,"Understanding the ADMM Algorithm via High-Resolution Differential
  Equations",2024-01-13
10240,Recent mathematical advances in coupled cluster theory,2024-01-14
10241,"Landscape of Generative AI in Global News: Topics, Sentiments, and
  Spatiotemporal Analysis",2024-01-17
10242,3D Human Pose Analysis via Diffusion Synthesis,2024-01-17
10243,Numerical analysis of an evolving bulk--surface model of tumour growth,2024-01-17
10244,"Detect-Order-Construct: A Tree Construction based Approach for
  Hierarchical Document Structure Analysis",2024-01-22
10245,"Periodic Fractional Discrete Nonlinear Schrödinger Equation and
  Modulational Instability",2024-01-24
10246,"Label-free detection of exosomes from different cellular sources based
  on surface-enhanced Raman spectroscopy combined with machine learning models",2024-01-25
10247,"Resolvent analysis for predicting energetic structures in the far wake
  of a wind turbine",2024-01-27
10248,A probabilistic analysis on general probabilistic scheduling problems,2024-01-28
10249,The Morawetz Problem for Supersonic Flow with Cavitation,2024-01-31
10250,On Minimum Trace Factor Analysis -- An Old Song Sung to a New Tune,2024-02-04
10251,"Artificial Intelligence in Image-based Cardiovascular Disease Analysis:
  A Comprehensive Survey and Future Outlook",2024-02-04
10252,On Data Analysis Pipelines and Modular Bayesian Modeling,2024-02-06
10253,"Learning Operators with Stochastic Gradient Descent in General Hilbert
  Spaces",2024-02-07
10254,"A Methodology for Questionnaire Analysis: Insights through Cluster
  Analysis of an Investor Competition Data",2024-02-09
10255,"Combining unsupervised and supervised learning in microscopy enables
  defect analysis of a full 4H-SiC wafer",2024-02-20
10256,"Structural analysis and the sum of nodes' betweenness centrality in
  complex networks",2024-02-21
10257,Probability Tools for Sequential Random Projection,2024-02-16
10258,Linear Discriminant Regularized Regression,2024-02-22
10259,Performance bottlenecks detection through microarchitectural sensitivity,2024-02-24
10260,"Approximation and perturbations of stable solutions to a stationary mean
  field game system",2024-02-26
10261,"Numerical Analysis on Neural Network Projected Schemes for Approximating
  One Dimensional Wasserstein Gradient Flows",2024-02-26
10262,The Physical Properties of Changing-look Blazars,2024-02-29
10263,"Applying News and Media Sentiment Analysis for Generating Forex Trading
  Signals",2024-02-19
10264,Mutation Analysis with Execution Taints,2024-03-02
10265,"Experimental Comparison of Ensemble Methods and Time-to-Event Analysis
  Models Through Integrated Brier Score and Concordance Index",2024-03-12
10266,Detecting Security-Relevant Methods using Multi-label Machine Learning,2024-03-12
10267,Fuzzy Fault Trees Formalized,2024-03-13
10268,"An Extensible Framework for Architecture-Based Data Flow Analysis for
  Information Security",2024-03-14
10269,"Inverse Coefficient Problem for One-Dimensional Subdiffusion with Data
  on Disjoint Sets in Time",2024-03-18
10270,Numerical method for nonlinear Kolmogorov PDEs via sensitivity analysis,2024-03-18
10271,"Rational approximation of operator semigroups via the $\mathcal
  B$-calculus",2024-03-21
10272,"Stability of conforming space-time isogeometric methods for the wave
  equation",2024-03-22
10273,How Private are DP-SGD Implementations?,2024-03-26
10274,Frozen Gaussian approximation for the fractional Schrödinger equation,2024-03-27
10275,Classification of global solutions to the obstacle problem in the plane,2024-03-27
10276,"Phase space analysis of finite and infinite dimensional Fresnel
  integrals",2024-03-29
10277,Multicriteria Analysis Model in Sustainable Corn Farming Area Planning,2024-04-02
10278,"A Comparative Analysis of Word-Level Metric Differential Privacy:
  Benchmarking The Privacy-Utility Trade-off",2024-04-04
10279,"A refined convergence estimate for a fourth order finite difference
  numerical scheme to the Cahn-Hilliard equation",2024-04-06
10280,"An Energy Conserving, Implicit and Higher Order in Time Discretization
  of Maxwell's Equations",2024-04-07
10281,"TimeCSL: Unsupervised Contrastive Learning of General Shapelets for
  Explorable Time Series Analysis",2024-04-07
10282,"Leveraging open-source models for legal language modeling and analysis:
  a case study on the Indian constitution",2024-04-10
10283,POD Suboptimal Control of Evolution Problems: Theory and Applications,2024-04-10
10284,"Visualization for physics analysis improvement and applications in
  BESIII",2024-03-19
10285,A Sentiment Analysis of Medical Text Based on Deep Learning,2024-04-16
10286,"Exploring tau protein and amyloid-beta propagation: a sensitivity
  analysis of mathematical models based on biological data",2024-04-22
10287,Finite Sample Analysis for a Class of Subspace Identification Methods,2024-04-26
10288,"QCD analysis of $xF_3$ structure functions in deep-inelastic scattering:
  Mellin transform by Gegenbauer polynomial up to N$^3$LO approximation",2024-04-26
10289,Garbage Segmentation and Attribute Analysis by Robotic Dogs,2024-04-28
10290,"Analysis for Implicit and Implicit-Explicit ADER and DeC Methods for
  Ordinary Differential Equations, Advection-Diffusion and Advection-Dispersion
  Equations",2024-04-29
10291,Advanced analysis of single-molecule spectroscopic data,2024-04-26
10292,PCA for Point Processes,2024-04-30
10293,Multi-level Nonstandard Analysis and the Axiom of Choice,2024-05-01
10294,"SOPA: A Framework for Sustainability-Oriented Process Analysis and
  Re-design in Business Process Management",2024-05-02
10295,"New Tools for Smoothed Analysis: Least Singular Value Bounds for Random
  Matrices with Dependent Entries",2024-05-02
10296,"SCIMAP: A Python Toolkit for Integrated Spatial Analysis of Multiplexed
  Imaging Data",2024-05-03
10297,"Crystal orbital overlap population based on all-electron ab initio
  simulation with numeric atom-centered orbitals and its application to
  chemical-bonding analysis in Li-intercalated layered materials",2024-05-06
10298,"Unique solvability and error analysis of the Lagrange multiplier
  approach for gradient flows",2024-05-06
10299,"Analysis of the SQP Method for Hyperbolic PDE-Constrained Optimization
  in Acoustic Full Waveform Inversion",2024-05-08
10300,"Comparative analysis of graph randomization: Tools,methods, pitfalls,
  and best practices",2024-05-08
10301,"High-Order Synchrosqueezed Chirplet Transforms for Multicomponent Signal
  Analysis",2024-05-11
10302,Statistical Rounding Error Analysis for Random Matrix Computations,2024-05-13
10303,"BARO: Robust Root Cause Analysis for Microservices via Multivariate
  Bayesian Online Change Point Detection",2024-05-15
10304,"Geometric Analysis of Energy Minimizing Maps: Tangent Maps and
  Singularities",2024-05-15
10305,"Lie symmetry analysis of (2+1)-dimensional time fractional
  Kadomtsev-Petviashvili equation",2024-05-16
10306,Binned angular analysis of $B^{0} \to K^{*0} μ^{+} μ^{-}$ with LHCb,2024-05-17
10307,AutoSoccerPose: Automated 3D posture Analysis of Soccer Shot Movements,2024-05-20
10308,"Identification of microstructure from macroscopic measurement using
  inverse multiscale analysis",2024-05-22
10309,"Structure-preserving finite element methods for computing dynamics of
  rotating Bose-Einstein condensate",2024-05-27
10310,"A Regularization for Time-Fractional Backward Heat Conduction Problem
  with Inhomogeneous Source Function",2024-05-28
10311,Democratizing Propensity Score Matching Using Web Application,2024-06-04
10312,"Numerical analysis for high-order methods for variable-exponent
  fractional diffusion-wave equation",2024-06-05
10313,Evaluation of data inconsistency for multi-modal sentiment analysis,2024-06-05
10314,"A second-order accurate, original energy dissipative numerical scheme
  for chemotaxis and its convergence analysis",2024-06-06
10315,Root Cause Analysis of Outliers with Missing Structural Knowledge,2024-06-07
10316,"PointABM:Integrating Bidirectional State Space Model with Multi-Head
  Self-Attention for Point Cloud Analysis",2024-06-10
10317,"Interval Analysis in Industrial-Scale BMC Software Verifiers: A Case
  Study",2024-06-21
10318,"Dancing in the syntax forest: fast, accurate and explainable sentiment
  analysis with SALSA",2024-06-23
10319,"Copula-Based Estimation of Causal Effects in Multiple Linear and Path
  Analysis Models",2024-06-25
10320,"Similarity-Based Analysis of Atmospheric Organic Compounds for Machine
  Learning Applications",2024-06-26
10321,"Stability and Robustness of Time-discretization Schemes for the
  Allen-Cahn Equation via Bifurcation and Perturbation Analysis",2024-06-26
10322,"Thermo-Electro-Mechanical Modeling of Power Transmission Line Failures
  across Four US States",2024-06-28
10323,"Convergence analysis of exponential time differencing scheme for the
  nonlocal Cahn-Hilliard equation",2024-06-30
10324,"Roughness regularization for functional data analysis with free knots
  spline estimation",2024-07-06
10325,"CorMulT: A Semi-supervised Modality Correlation-aware Multimodal
  Transformer for Sentiment Analysis",2024-07-09
10326,"Hopf algebra structures for the backward error analysis of ergodic
  stochastic differential equations",2024-07-10
10327,Omni-Dimensional Frequency Learner for General Time Series Analysis,2024-07-15
10328,"Error analysis of a pressure correction method with explicit time
  stepping",2024-07-15
10329,"When Qualitative Research Meets Large Language Model: Exploring the
  Potential of QualiGPT as a Tool for Qualitative Coding",2024-07-20
10330,"Hemispheroidal parameterization and harmonic decomposition of simply
  connected open surfaces",2024-07-22
10331,"A priori and a posteriori error estimates for discontinuous Galerkin
  time-discrete methods via maximal regularity",2024-07-22
10332,"Early Recognition of Parkinson's Disease Through Acoustic Analysis and
  Machine Learning",2024-07-22
10333,"A robust and time-parallel preconditioner for parabolic reconstruction
  problems using Isogeometric Analysis",2024-07-25
10334,"Regularity Analysis and High-Order Time Stepping Scheme for Quasilinear
  Subdiffusion",2024-07-27
10335,"Leave-One-Out Analysis for Nonconvex Robust Matrix Completion with
  General Thresholding Functions",2024-07-28
10336,"On the mean-field limit of the Cucker-Smale model with Random Batch
  Method",2024-07-31
10337,"Journey-Based Transit Equity Analysis: A Case Study in the Greater
  Boston Area",2024-08-04
10338,Visual Analysis of Multi-outcome Causal Graphs,2024-07-31
10339,"Advancing Nonlinear System Stability Analysis with Hessian Matrix
  Analysis",2024-08-06
10340,"A spectral method for dispersive solutions of the nonlocal Sine-Gordon
  equation",2024-08-06
10341,"Meshfree Generalized Multiscale Exponential Integration Method for
  Parabolic Problems",2024-08-09
10342,"Large Language Models and Thematic Analysis: Human-AI Synergy in
  Researching Hate Speech on Social Media",2024-08-09
10343,"WiDe-analysis: Enabling One-click Content Moderation Analysis on
  Wikipedia's Articles for Deletion",2024-08-10
10344,"Understanding Brain Aging Across Populations: A Comprehensive Framework
  for Structural Analysis",2024-07-31
10345,Posterior Covariance Structures in Gaussian Processes,2024-08-14
10346,"Usefulness of data flow diagrams and large language models for security
  threat validation: a registered report",2024-08-14
10347,"Localized Sparse Principal Component Analysis of Multivariate Time
  Series in Frequency Domain",2024-08-15
10348,A new measure of risk using Fourier analysis,2024-08-18
10349,"Spectral Function Space Learning and Numerical Linear Algebra Networks
  for Solving Linear Inverse Problems",2024-08-20
10350,ARAP: Demystifying Anti Runtime Analysis Code in Android Apps,2024-08-20
10351,"An Interpretable Deep Learning Approach for Morphological Script Type
  Analysis",2024-08-20
10352,"Risk Analysis in Customer Relationship Management via Quantile Region
  Convolutional Neural Network-Long Short-Term Memory and Cross-Attention
  Mechanism",2024-08-22
10353,Convergence Properties of Iteratively Coupled Surface-Subsurface Models,2024-08-22
10354,"Variable offsets and processing of implicit forms toward the adaptive
  synthesis and analysis of heterogeneous conforming microstructure",2024-08-26
10355,"Stability Analysis of Physics-Informed Neural Networks for Stiff Linear
  Differential Equations",2024-08-27
10356,"Optimal Low-dimensional Approximation of Transfer Operators via Flow
  Matching: Computation and Error Analysis",2024-08-28
10357,"Quantum-classical correspondence and obstruction to dispersion on the
  Engel group",2024-08-29
10358,"The bicoherence analysis of type C quasi-periodic oscillations in Swift
  J1727.8-1613",2024-08-30
10359,"Geospatial foundation models for image analysis: evaluating and
  enhancing NASA-IBM Prithvi's domain adaptability",2024-08-31
10360,Scaler: Efficient and Effective Cross Flow Analysis,2024-09-01
10361,"Exploratory Visual Analysis for Increasing Data Readiness in Artificial
  Intelligence Projects",2024-09-05
10362,"Tighter Analysis for Decentralized Stochastic Gradient Method: Impact of
  Data Homogeneity",2024-09-06
10363,"Evaluation of Google Translate for Mandarin Chinese translation using
  sentiment and semantic analysis",2024-09-08
10364,"Classical harmonic analysis viewed through the prism of noncommutative
  geometry",2024-09-12
10365,Modeling Human Responses by Ordinal Archetypal Analysis,2024-09-12
10366,"Measurability and continuity of parametric low-rank approximation in
  Hilbert spaces: linear operators and random variables",2024-09-13
10367,"Matrix perturbation analysis of methods for extracting singular values
  from approximate singular subspaces",2024-09-13
10368,"Comprehensive Study on Sentiment Analysis: From Rule-based to modern LLM
  based system",2024-09-16
10369,"Technical Upgrades to and Enhancements of a System Vulnerability
  Analysis Tool Based on the Blackboard Architecture",2024-09-17
10370,"On structure preservation for fully discrete finite difference schemes
  of stochastic heat equation with Lévy space-time white noise",2024-09-21
10371,"Operator-difference approximations on two-dimensional merged
  Voronoi-Delaunay grids",2024-09-24
10372,Enhancing Financial Sentiment Analysis with Expert-Designed Hint,2024-09-26
10373,"Empirical Perturbation Analysis of Linear System Solvers from a Data
  Poisoning Perspective",2024-10-01
10374,"Bouncing Scenario in the $f(T)$ Modified Gravity Model with Dynamical
  System Analysis",2024-10-05
10375,"Seepage analysis and control of the Sahand rockfill dam drainage using
  instrumental data",2024-10-08
10376,"Mixed precision sketching for least-squares problems and its application
  in GMRES-based iterative refinement",2024-10-08
10377,"Complete pivoting growth of butterfly matrices and butterfly Hadamard
  matrices",2024-10-09
10378,LogLM: From Task-based to Instruction-based Automated Log Analysis,2024-10-12
10379,Multiresolution analysis on spectra of hermitian matrices,2024-10-14
10380,"Empirical Insights into Analytic Provenance Summarization: A Study on
  Segmenting Data Analysis Workflows",2024-10-14
10381,"CrystalX: Ultra-Precision Crystal Structure Resolution and Error
  Correction Using Deep Learning",2024-10-17
10382,"Hardy's Uncertainty principle for Schrödinger equations with quadratic
  Hamiltonians",2024-10-17
10383,"Utilizing Large Language Models for Event Deconstruction to Enhance
  Multimodal Aspect-Based Sentiment Analysis",2024-10-18
10384,"wavScalogram: an R package with wavelet scalogram tools for time series
  analysis",2024-10-18
10385,High-Dimensional Tensor Discriminant Analysis with Incomplete Tensors,2024-10-18
10386,"Enhancing Multimodal Affective Analysis with Learned Live Comment
  Features",2024-10-21
10387,"A theoretical study on the effect of mass lumping on the discrete
  frequencies in immersogeometric analysis",2024-10-23
10388,"The Zero Inertia Limit for the Q-Tensor Model of Liquid Crystals:
  Analysis and Numerics",2024-10-23
10389,"Precision Soil Quality Analysis Using Transformer-based Data Fusion
  Strategies: A Systematic Review",2024-10-24
10390,Greedy Algorithm for Neural Networks for Indefinite Elliptic Problems,2024-10-24
10391,"Multicriteria Analysis of Decentralized Wastewater Treatment
  Technologies for the Philippines",2024-10-29
10392,"A fresh look into variational analysis of $\mathcal C^2$-partly smooth
  functions",2024-11-01
10393,"Strengthening DeFi Security: A Static Analysis Approach to Flash Loan
  Vulnerabilities",2024-11-02
10394,Unified Pathological Speech Analysis with Prompt Tuning,2024-11-05
10395,"Numerical analysis of the cross-diffusion Cahn-Hilliard model in
  lymphangiogenesis",2024-11-10
10396,"Convergence analysis of time-splitting projection method for nonlinear
  quasiperiodic Schrödinger equation",2024-11-11
10397,"Asymptotic Analysis of IMEX-RK Methods for ES-BGK Model at Navier-Stokes
  level",2024-11-14
10398,"Error analysis of a first-order DoD cut cell method for 2D unsteady
  advection",2024-11-15
10399,"A Linear Differential Inclusion for Contraction Analysis to Known
  Trajectories",2024-11-18
10400,"A comparative analysis for different finite element types in
  strain-gradient elasticity simulations performed on Firedrake and FEniCS",2024-11-18
10401,"Error Analysis of the Deep Mixed Residual Method for High-order Elliptic
  Equations",2024-11-21
10402,"Complexity synchronization analysis of neurophysiological data: Theory
  and methods",2024-11-21
10403,Feasibility Study for Supporting Static Malware Analysis Using LLM,2024-11-22
10404,"The EE-Classifier: A classification method for functional data based on
  extremality indexes",2024-11-22
10405,"Parameter Error Analysis for the 3D Modified Leray-alpha Model:
  Analytical and Numerical Approaches",2024-11-25
10406,Timing analysis of rotating radio transients discovered with MeerKAT,2024-11-27
10407,"Enhancing the Reliability of Closed-Loop Describing Function Analysis
  for Reset Control Applied to Precision Motion Systems",2024-11-30
10408,Wigner analysis of operators. Part III: Controlling ghost frequencies,2024-12-02
10409,"Gamma-Convergence and Asymptotic Analysis for a Diffuse Domain Problem
  with Transmission Boundary Conditions",2024-12-09
10410,Multimodal Sentiment Analysis Based on Causal Reasoning,2024-12-10
10411,"A unified convergence analysis framework of the energy-stable ETDRK3
  schemes for the No-slope-selection thin film model",2024-12-13
10412,An overview of meta-analytic methods for economic research,2024-12-13
10413,"Wasserstein Bounds for generative diffusion models with Gaussian tail
  targets",2024-12-15
10414,"Asymmetric protocols for mode pairing quantum key distribution with
  finite-key analysis",2024-12-17
10415,Level-Set Parameters: Novel Representation for 3D Shape Analysis,2024-12-18
10416,"Toward Ethical Spatial Analysis: Addressing Endogenous Bias Through
  Visual Analytics",2024-12-10
10417,"The Shape of Agency: Designing for Personal Agency in Qualitative Data
  Analysis",2024-12-19
10418,Union-Free Generic Depth for Non-Standard Data,2024-12-19
10419,HDTSA: An R package for high-dimensional time series analysis,2024-12-23
10420,"Convergence analysis of PM-BDF2 method for quasiperiodic parabolic
  equations",2024-12-26
10421,"Comparative Analysis of Topic Modeling Techniques on ATSB Text
  Narratives Using Natural Language Processing",2025-01-02
10422,"Bayesian analysis of nonlinear structured latent factor models using a
  Gaussian Process Prior",2025-01-06
10423,A lightweight analysis farm for fundamental physics experiments,2025-01-06
10424,"The unbearable lightness of Restricted Boltzmann Machines: Theoretical
  Insights and Biological Applications",2025-01-08
10425,"Analysis of a cetnral MUSCL-type scheme for conservation laws with
  discontinuous flux",2025-01-08
10426,"Video Summarisation with Incident and Context Information using
  Generative AI",2025-01-08
10427,"Analysis of a Shear beam model with suspenders in thermoelasticity of
  type III",2025-01-10
10428,"IEEE_TIE25: Analysis and Synthesis of DOb-based Robust Motion
  Controllers",2025-01-13
10429,"ROSAnnotator: A Web Application for ROSBag Data Analysis in Human-Robot
  Interaction",2025-01-13
10430,High-Performance Data Format for Scientific Data Storage and Analysis,2025-01-13
10431,Differentiable Singular Value Decomposition,2025-01-15
10432,"Expanding Vietnamese SentiWordNet to Improve Performance of Vietnamese
  Sentiment Analysis Models",2025-01-15
10433,"Singular Spectrum Analysis of Time-series Data from Time-dependent
  density-functional theory in Real-time",2025-01-16
10434,"A Runtime Analysis of the Multi-Valued Compact Genetic Algorithm on
  Generalized LeadingOnes",2025-01-16
10435,Spectrum Analysis with the Prime Factor Algorithm on Embedded Systems,2025-01-18
10436,"DECH: Software Package for Astronomical Spectral Data Processing and
  Analysis",2025-01-21
10437,STM Image Analysis using Autoencoders,2025-01-23
10438,"Well-Posedness of the R13 Equations Using Tensor-Valued Korn
  Inequalities",2025-01-23
10439,"Approach to Designing CV Systems for Medical Applications: Data,
  Architecture and AI",2025-01-24
10440,"instancespace: a Python Package for Insightful Algorithm Testing through
  Instance Space Analysis",2025-01-28
10441,"Analyzing Classroom Interaction Data Using Prompt Engineering and
  Network Analysis",2025-01-31
10442,LLM-based event log analysis techniques: A survey,2025-02-02
10443,Inf-sup condition for Stokes with outflow condition,2025-02-04
10444,"At the Mahakumbh, Faith Met Tragedy: Computational Analysis of Stampede
  Patterns Using Machine Learning and NLP",2025-02-05
10445,A method for sparse and robust independent component analysis,2025-02-06
10446,Quasicyclic Principal Component Analysis,2025-02-07
10447,"Modelization of the bonding process for a non-woven fabric: analysis and
  numerics",2025-02-10
10448,"Neural network-motivated regularity analysis of inverse problems and
  application to inverse scattering",2025-02-10
10449,Characterizing nonlinear dynamics by contrastive cartography,2025-01-30
10450,Testing for Causal Fairness,2025-02-18
10451,"SALSA-RL: Stability Analysis in the Latent Space of Actions for
  Reinforcement Learning",2025-02-21
10452,"Numerical analysis of the Landau--Lifshitz--Bloch equation with
  spin-torques",2025-02-27
10453,"Microlensing towards the Small Magellanic Cloud --- EROS 2 two-year
  analysis",1998-12-09
10454,Starfinder: a code for crowded stellar fields analysis,1999-11-18
10455,"Analysis of isoplanatic high resolution stellar fields by Starfinder
  code",2000-09-12
10456,Is the LMA solar-neutrino solution ruled out by SN1987A data?,2000-10-17
10457,"The Millennium Arecibo 21-cm Absorption Line Survey: Extolling the
  Analysis Procedures",2002-02-14
10458,"Joint Time--Frequency Analysis: a tool for exploratory analysis and
  filtering of non-stationary time series",2002-04-10
10459,"Cross-Correlation and Maximum Likelihood Analysis: A New Approach to
  Combine Cross-Correlation Functions",2003-03-18
10460,"Diagnostics of Neutron Star and Black Hole X-Ray Binaries with X-Ray
  Shot Widths",2004-01-12
10461,SPI data analysis: the CESR/Toulouse approach,2004-05-19
10462,"Millisecond and Binary Pulsars as Nature's Frequency Standards. III.
  Fourier Analysis and Spectral Sensitivity of Timing Observations to
  Low-Frequency Noise",2004-08-19
10463,"Feature Extraction Techniques for the Analysis of Spectral Polarization
  Profiles",2004-10-23
10464,Cosmic microwave background polarization analysis,2005-02-04
10465,Cool Versus Ultracool White Dwarfs,2005-02-07
10466,"The application of a Trous wave filtering and Monte Carlo analysis on
  SECIS 2001 solar eclipse observations",2005-04-07
10467,Preliminary results of the analysis of the BATSE TTE data,2005-07-01
10468,"Time Variations of the Superkamiokande Solar Neutrino Flux Data by
  Rayleigh Power Spectrum Analysis",2006-06-05
10469,"A Synthetic Spectrum and Light Curve Analysis of the Cataclysmic
  Variable IX Velorum",2006-12-21
10470,"Scale-dependent functions in statistical hydrodynamics: a functional
  analysis point of view",1997-07-07
10471,ROC Analysis and a Realistic Model of Heart Rate Variability,1998-06-19
10472,Recognizing Text Genres with Simple Metrics Using Discriminant Analysis,1994-10-20
10473,Multilingual Text Analysis for Text-to-Speech Synthesis,1996-08-19
10474,Classifiers in Japanese-to-English Machine Translation,1996-08-21
10475,Corrections and Higher-Order Unification,1996-09-02
10476,"Data Analysis Techniques for Resolving Nonlinear Processes in Plasmas :
  a Review",1996-11-22
10477,"Order versus Disorder in the Quantum Heisenberg Antiferromagnet on the
  Kagom{é} lattice: an approach through exact spectra analysis",1997-06-17
10478,Statistical Analysis of X-ray Speckle at the NSLS,1997-09-30
10479,"Application of p-adic analysis to models of spontaneous breaking of the
  replica symmetry",1999-04-26
10480,Instantaneous Normal Mode analysis of liquid HF,2000-01-19
10481,"Multiresolution analysis for efficient, high precision all-electron
  density-functional calculations",2001-07-23
10482,"Quantum phase transitions in the J-J' Heisenberg and XY spin-1/2
  antiferromagnets on square lattice: Finite-size scaling analysis",2001-09-06
10483,"Dynamic response of the dielectric and electro-optic properties of
  epitaxial ferroelectric thin films",2002-04-30
10484,"Reconciliation of stability analysis with simulation in a bus route
  model",2002-06-03
10485,Generalized Technical Analysis. Effects of transaction volume and risk,2002-12-31
10486,Stochastic Analysis and Regeneration of Rough Surfaces,2003-12-18
10487,Shuttle instabilities: semiclassical phase analysis,2004-01-20
10488,"Application of detrended fluctuation analysis to monthly average of the
  maximum daily temperatures to resolve different climates",2004-03-27
10489,"Detrended fluctuation analysis as a statistical tool to monitor the
  climate",2004-03-27
10490,Can Quasi-Particles Tunnel Through A Barrier?,2004-06-20
10491,"A global non-analytical fit method for the complex lineshape analysis of
  Bi$_2$Sr$_2$CaCu$_2$O$_{8+δ}$",2004-08-15
10492,"Symmetry analysis of k = (1/3,1/3,0) three-sublattice ordering in A14B51
  compounds",2005-06-10
10493,"Quantitative analysis of ferroelectric domain imaging with piezoresponse
  force microscopy",2005-09-30
10494,"Honeycomb lattice polygons and walks as a test of series analysis
  techniques",2005-10-27
10495,Synchronization reveals topological scales in complex networks,2005-11-30
10496,"Condensation of N bosons IV: A simplified Bogoliubov master equation
  analysis of fluctuations in an interacting Bose gas",2006-07-05
10497,Detecting long and short memory via spectral methods,2006-10-01
10498,Quantitative AFM analysis of phase separated borosilicate glass surfaces,2006-10-31
10499,Lifeworld Analysis,1997-04-01
10500,Analysis and Modeling of Traffic in Modern Data Communication Networks,1998-09-23
10501,"Assisted Video Sequences Indexing : Motion Analysis Based on Interest
  Points",2000-04-21
10502,"Signal-Theoretic Characterization of Waveguide Mesh Geometries for
  Models of Two--Dimensional Wave Propagation in Elastic Media",2001-01-04
10503,Conceptual Analysis of Lexical Taxonomies: The Case of WordNet Top-Level,2001-09-11
10504,"Hidden Markov model segmentation of hydrological and enviromental time
  series",2002-06-25
10505,Constraint-based analysis of composite solvers,2003-02-25
10506,"Cluster-based Specification Techniques in Dempster-Shafer Theory for an
  Evidential Intelligence Analysis of MultipleTarget Tracks (Thesis Abstract)",2003-05-16
10507,Using Propagation for Solving Complex Arithmetic Constraints,2003-09-11
10508,Calculus on Graphs,2004-08-12
10509,"Sleeping Beauty Reconsidered: Conditioning and Reflection in
  Asynchronous Systems",2004-10-19
10510,Harmonic Analysis,2005-01-24
10511,Log Analysis Case Study Using LoGS,2005-02-09
10512,"A Generalized Two-Phase Analysis of Knowledge Flows in Security
  Protocols",2006-05-22
10513,A kernel method for canonical correlation analysis,2006-09-13
10514,The Fundamental Theorems of Interval Analysis,2007-01-22
10515,"Supporting Finite Element Analysis with a Relational Database Backend,
  Part II: Database Design and Access",2007-01-25
10516,The pitfalls of verifying floating-point computations,2007-01-30
10517,"Some problems in asymptotic convex geometry and random matrices
  motivated by numerical algorithms",2007-03-19
10518,Copula Component Analysis,2007-03-20
10519,Integral representation for a class of $C^1$-convex functionals,1992-05-11
10520,Singular Traces and Compact Operators. I,1993-08-09
10521,"The Riesz-Clifford Functional Calculus for Non-Commuting Operators and
  Quantum Field Theory",1995-02-25
10522,Some directional microlocal classes defined using wavelet transforms,1995-10-19
10523,Stability of quasi-linear hyperbolic dissipative systems,1997-03-06
10524,Some operator ideals in non-commutative functional analysis,1997-09-26
10525,"Interacting Quantum Fields in Curved Space: Renormalizability of
  $\varphi^4$",1997-01-21
