,titles,dates
10711,Infection-induced Cascading Failures -- Impact and Mitigation,2023-07-31
10712,Recoverable and Detectable Self-Implementations of Swap,2023-08-07
10713,Chat Failures and Troubles: Reasons and Solutions,2023-09-07
10714,"A Bayesian approach to breaking things: efficiently predicting and
  repairing failure modes via sampling",2023-09-14
10715,Predicting failure locations in model end-linked polymer networks,2023-09-24
10716,"Efficient seismic reliability and fragility analysis of lifeline
  networks using subset simulation",2023-10-16
10717,Adversarial Training for Physics-Informed Neural Networks,2023-10-18
10718,Emergent lifetime distribution from complex network systems aging,2023-11-13
10719,Credible Intervals for Probability of Failure with Gaussian Processes,2023-11-13
10720,"Predicting Failure of P2P Lending Platforms through Machine Learning:
  The Case in China",2023-11-24
10721,"Breakdown modes of capacitively coupled plasma II: unsustainable
  discharges",2023-12-09
10722,"Multilayer control of synchronization and cascading failures in power
  grids",2023-12-27
10723,"Marine mussel plaque-inspired super soft, ductile and tough lattices",2024-01-13
10724,"FedRFQ: Prototype-Based Federated Learning with Reduced Redundancy,
  Minimal Failure, and Enhanced Quality",2024-01-15
10725,"A Transformation of Repairing Reed-Solomon Codes from Rack-Aware Storage
  Model to Homogeneous Storage Model",2024-01-21
10726,"A GP-based Robust Motion Planning Framework for Agile Autonomous Robot
  Navigation and Recovery in Unknown Environments",2024-02-02
10727,"FORM-based global reliability sensitivity analysis of systems with
  multiple failure modes",2024-03-19
10728,"Adaptable Recovery Behaviors in Robotics: A Behavior Trees and Motion
  Generators(BTMG) Approach for Failure Management",2024-04-09
10729,Energy Conserved Failure Detection for NS-IoT Systems,2024-04-19
10730,"Deep Learning-Based Residual Useful Lifetime Prediction for Assets with
  Uncertain Failure Modes",2024-05-09
10731,"A remedy to mitigate tensile instability in SPH for simulating large
  deformation and failure of geomaterials",2024-05-15
10732,A Dual Power Grid Cascading Failure Model for the Vulnerability Analysis,2024-05-18
10733,Why do explanations fail? A typology and discussion on failures in XAI,2024-05-22
10734,LogRCA: Log-based Root Cause Analysis for Distributed Services,2024-05-22
10735,"Development of Bayesian Component Failure Models in E1 HEMP Grid
  Analysis",2024-06-04
10736,Diffusion-Based Failure Sampling for Cyber-Physical Systems,2024-06-20
10737,"Ensemble Method for System Failure Detection Using Large-Scale Telemetry
  Data",2024-06-07
10738,Byzantine-tolerant distributed learning of finite mixture models,2024-07-19
10739,"Modeling and solving cascading failures across interdependent
  infrastructure systems",2024-07-23
10740,"REPS: Recycled Entropy Packet Spraying for Adaptive Load Balancing and
  Failure Mitigation",2024-07-31
10741,Extremal Structures with Embedded Pre-Failure Indicators,2024-08-23
10742,"Generalized failure law for landslides, rockbursts, glacier breakoffs,
  and volcanic eruptions",2024-09-17
10743,"Adaptive Compensation for Robotic Joint Failures Using Partially
  Observable Reinforcement Learning",2024-09-22
10744,Stochastic Shortest Path Problem with Failure Probability,2024-09-25
10745,Failure process of fiber bundles with random misalignment,2024-09-27
10746,"Exploring How Non-Prehensile Manipulation Expands Capability in Robots
  Experiencing Multi-Joint Failure",2024-10-01
10747,"Predicting Thermal Stress and Failure Risk in Monoblock Divertors Using
  2D Finite Difference Modelling and Gradient Boosting Regression for Fusion
  Energy Applications",2024-10-03
10748,Solving Dual Sourcing Problems with Supply Mode Dependent Failure Rates,2024-10-04
10749,QueensCAMP: an RGB-D dataset for robust Visual SLAM,2024-10-16
10750,"Minimum-Violation Temporal Logic Planning for Heterogeneous Robots under
  Robot Skill Failures",2024-10-22
10751,"Misconfiguration prevention and error cause detection for
  distributed-cloud applications",2024-10-26
10752,"Use Digital Twins to Support Fault Diagnosis From System-level
  Condition-monitoring Data",2024-11-02
10753,Design-Reality Gap Analysis of Health Information Systems Failure,2024-11-05
10754,"I Can Tell What I am Doing: Toward Real-World Natural Language Grounding
  of Robot Experiences",2024-11-20
10755,"Failure Probability Estimation for Black-Box Autonomous Systems using
  State-Dependent Importance Sampling Proposals",2024-12-03
10756,Your Learned Constraint is Secretly a Backward Reachable Tube,2025-01-26
10757,"Interpretable Rules for Online Failure Prediction: A Case Study on the
  Metro do Porto dataset",2025-02-11
10758,The Spatially Closed Universe,2007-10-09
10759,Towards Predictable Real-Time Performance on Multi-Core Platforms,2016-07-28
10760,"Information carried by electromagnetic radiation launched from
  accelerated polarization currents",2020-12-28
10761,"Slice-selective Zero Echo Time imaging of ultra-short T2 tissues based
  on spin-locking",2022-01-17
10762,First-passage Brownian functionals with stochastic resetting,2022-02-06
10763,"DEGAN: Time Series Anomaly Detection using Generative Adversarial
  Network Discriminators and Density Estimation",2022-10-05
10764,"On the Viability of Stochastic Economic Dispatch for Real-Time Energy
  Market Clearing",2023-08-11
10765,"Rebuildable biochronometer: inferences and hypothesis on eukaryotic
  timing system",2024-02-26
10766,Powers and division in the 'mathematical part' of Plato's Theaetetus,2018-08-30
10767,Yet Another Model of Gamma-Ray Bursts,1997-01-22
10768,Factors Determining Variability Time in Active Galactic Nucleus Jets,2002-09-06
10769,Magnetically Regulated Star Formation in Turbulent Clouds,2004-05-31
10770,Pico: Parameters for the Impatient Cosmologist,2006-06-29
10771,"Center of mass and relative motion in time dependent density functional
  theory",1994-12-21
10772,"Coarse-grained computation of traveling waves of lattice Boltzmann
  models with Newton-Krylov solvers",2006-04-18
10773,"Simulation of Resource Usage in Parallel Evolutionary Peptide
  Optimization using JavaSpaces Technology",2009-09-13
10774,Synchronization on Effective Networks,2009-09-29
10775,"Go with the Flow, Average Holographic Universe",2010-03-31
10776,Dynamic Principles of Center of Mass in Human Walking,2010-04-20
10777,Lewis-Riesenfeld invariants and transitionless tracking algorithm,2011-02-16
10778,Accelerating dark energy models in bianchi Type-V space-time,2011-10-05
10779,A Multi-GPU Programming Library for Real-Time Applications,2013-01-07
10780,"Universal Numerical Encoder and Profiler Reduces Computing's Memory Wall
  with Software, FPGA, and SoC Implementations",2013-03-20
10781,"General-relativistic electromagnetic fields around a slowly rotating
  neutron star: time-dependent pseudo-spectral simulations",2014-01-07
10782,"Real-time Crowd Tracking using Parameter Optimized Mixture of Motion
  Models",2014-09-16
10783,Schwarzschild black hole in dark energy background,2014-09-27
10784,Reissner-Nordstrom black hole in dark energy background,2014-11-29
10785,"Inertia, diffusion and dynamics of a driven skyrmion",2015-01-02
10786,Accelerating Scientific Publication in Biology,2015-09-12
10787,"First-passage time to clear the way for receptor-ligand binding in a
  crowded environment",2016-03-06
10788,"Crossing the phantom divide with dissipative normal matter in the
  Israel-Stewart-Hiscock formalism",2016-07-14
10789,"A Bayesian Nonparametric Approach for Estimating Individualized
  Treatment-Response Curves",2016-08-18
10790,Time-delayed electromagnetic radiation reaction,2016-11-23
10791,"Accelerated Convolutions for Efficient Multi-Scale Time to Contact
  Computation in Julia",2016-12-28
10792,Ultra-relativistic double explosions,2017-01-23
10793,The Period Evolution of the Chemically Peculiar Star V473 Tau,2017-02-01
10794,"Holographic Dark Energy Model in Brans-Dicke Theory with Future Event
  Horizon",2017-06-21
10795,"Time-Response Functions of Mechanical Networks with Inerters and
  Causality",2017-09-19
10796,"Artificial Delay Based ARC of a Class of Uncertain EL Systems with Only
  Position Feedback",2017-11-03
10797,Leverage Score Sampling for Faster Accelerated Regression and ERM,2017-11-22
10798,Covariant electrodynamics in linear media: Optical metric,2017-12-19
10799,"Detectability of Small-Scale Dark Matter Clumps with Pulsar Timing
  Arrays",2018-01-24
10800,"Plebański-Demiański solutions with dynamical torsion and
  nonmetricity fields",2022-01-25
10801,Meta-optic Accelerators for Object Classifiers,2022-01-26
10802,Neural Approximation of Graph Topological Features,2022-01-28
10803,Accelerated adiabatic passage in cavity magnomechanics,2022-01-29
10804,Globally Consistent and Tightly Coupled 3D LiDAR Inertial Mapping,2022-02-01
10805,"Electric field screening in pair discharges and generation of pulsar
  radio emission",2022-02-02
10806,"A Machine Learning Smartphone-based Sensing for Driver Behavior
  Classification",2022-02-01
10807,Ptychopy: GPU framework for ptychographic data analysis,2022-01-24
10808,Aging Scientists and Slowed Advance,2022-02-08
10809,"Images of magnetospheric reconnection-powered radiation around
  supermassive black holes",2022-02-09
10810,Zeroth-Order Randomized Subspace Newton Methods,2022-02-09
10811,"Positron sources: from conventional to advanced accelerator
  concepts-based colliders",2022-02-10
10812,"Deep learning for drug repurposing: methods, databases, and applications",2022-02-08
10813,"Controlling energy conservation in quantum dynamics with independently
  moving basis functions: Application to Multi-Configuration Ehrenfest",2022-02-11
10814,"Scaling Laws Under the Microscope: Predicting Transformer Performance
  from Small Scale Experiments",2022-02-13
10815,"Towards optical toroidal wavepacket through tightly focusing of
  cylindrical vector two dimensional spatiotemporal optical vortex",2022-02-15
10816,Spectral Walls at One Loop,2022-02-16
10817,"Towards 6G zero touch networks: The case of automated Cloud-RAN
  deployments",2022-02-18
10818,Improving Scalability with GPU-Aware Asynchronous Tasks,2022-02-23
10819,"Compilation and Optimizations for Efficient Machine Learning on Embedded
  Systems",2022-06-06
10820,Cosmological Boundary Flux Parameter,2022-06-07
10821,"PILC: Practical Image Lossless Compression with an End-to-end GPU
  Oriented Neural Framework",2022-06-10
10822,Lazy and Fast Greedy MAP Inference for Determinantal Point Process,2022-06-13
10823,GraphScale: Scalable Bandwidth-Efficient Graph Processing on FPGAs,2022-06-16
10824,"How large should be the redundant numbers of copy to make a rare event
  probable",2022-06-25
10825,"An efficient nonlinear multigrid solver for the simulation of rarefied
  gas cavity flow",2022-06-27
10826,aSTDP: A More Biologically Plausible Learning,2022-05-22
10827,"Overlap reduction function for gravitational wave detectors in an
  expanding Universe",2022-07-05
10828,"A two-field dark energy model with cubic contractions of the Riemann
  tensor",2022-07-05
10829,MACFE: A Meta-learning and Causality Based Feature Engineering Framework,2022-07-08
10830,Batch-efficient EigenDecomposition for Small and Medium Matrices,2022-07-09
10831,"Accelerating astronomical and cosmological inference with Preconditioned
  Monte Carlo",2022-07-12
10832,Automatic Parameter Adaptation for Quadrotor Trajectory Planning,2022-07-13
10833,"Entanglement Entropy and Modular Hamiltonian of free fermion with
  deformations on a torus",2022-07-13
10834,Vector-tensor gravity from a broken gauge symmetry,2022-07-14
10835,"Parallel Monte Carlo Tree Search with Batched Rigid-body Simulations for
  Speeding up Long-Horizon Episodic Robot Planning",2022-07-14
10836,ORB-based SLAM accelerator on SoC FPGA,2022-07-18
10837,"Accelerating Deep Learning Model Inference on Arm CPUs with Ultra-Low
  Bit Quantization and Runtime",2022-07-18
10838,Segmentation of 3D Dental Images Using Deep Learning,2022-07-19
10839,"Optimal, centralized dynamic curbside parking space zoning",2022-07-20
10840,Fisher Information of a Black Hole Spacetime,2022-07-25
10841,"Dissecting kinetically coupled quintessence: phenomenology and
  observational tests",2022-07-27
10842,"Electric Vehicle Scheduling with Capacitated Charging Stations and
  Partial Charging",2022-07-27
10843,"Learning while Acquisition: Towards Active Learning Framework for
  Beamforming in Ultrasound Imaging",2022-07-31
10844,"ATCA: an Arc Trajectory Based Model with Curvature Attention for Video
  Frame Interpolation",2022-08-01
10845,"Exact and paraxial Airy propagation of relativistic electron plasma
  wavepackets",2022-08-02
10846,Cosmic Acceleration and the notion of Alternative Vacuum in Nash Theory,2022-08-04
10847,Model Blending for Text Classification,2022-08-05
10848,"A 35-Year Longitudinal Analysis of Dermatology Patient Behavior across
  Economic & Cultural Manifestations in Tunisia, and the Impact of Digital
  Tools",2022-08-04
10849,"Parabolic Relaxation for Quadratically-constrained Quadratic Programming
  -- Part I: Definitions & Basic Properties",2022-08-07
10850,"A biology-driven deep generative model for cell-type annotation in
  cytometry",2022-08-11
10851,Cosmological application of the Maxwell gravity,2022-08-13
10852,"CAPER: Coarsen, Align, Project, Refine - A General Multilevel Framework
  for Network Alignment",2022-08-23
10853,"Polar, Spherical and Orthogonal Space Subdivisions for an Algorithm
  Acceleration: O(1) Point-in-Polygon/Polyhedron Test",2022-08-26
10854,"The ALPACA experiment: The project of the first sub-PeV gamma-ray
  observation in the southern sky",2022-08-31
10855,PyTorch Image Quality: Metrics for Image Quality Assessment,2022-08-31
10856,"The Oscillatory Motion of Jupiter's Polar Cyclones Results From
  Vorticity Dynamics",2022-09-01
10857,"PyfastSPM: A Python package to convert 1D FastSPM data streams into
  publication quality movies",2022-08-01
10858,Cooling driven coagulation,2022-09-01
10859,"DISA: A Dual Inexact Splitting Algorithm for Distributed Convex
  Composite Optimization",2022-09-05
10860,"Pulsars as candidates of LHAASO sources J2226+6057, J1908+0621 and
  J1825-1326",2022-09-07
10861,"The radio spectra of SN 2020oi: Effects of radiative cooling on the
  deduced source properties",2022-09-07
10862,"On sampling Kaczmarz-Motzkin methods for solving large-scale nonlinear
  systems",2022-09-09
10863,"Programming abstractions for preemptive scheduling in FPGAs using
  partial reconfiguration",2022-08-26
10864,Phantom cosmologies from QCD ghost dark energy,2022-09-10
10865,"Development and Clinical Evaluation of an AI Support Tool for Improving
  Telemedicine Photo Quality",2022-09-12
10866,"On the Convergence Rates of A Nash Equilibrium Seeking Algorithm in
  Potential Games with Information Delays",2022-09-24
10867,"Dwarf galaxies with central cores in modified Newtonian dynamics (MOND)
  gravity",2022-09-26
10868,"Efficiency and Parameter Selection of a micro-macro Markov chain Monte
  Carlo method for molecular dynamics",2022-09-26
10869,"Minimal model dependent constraints on cosmological nuisance parameters
  and cosmic curvature from combinations of cosmological data",2022-09-29
10870,"Low-Dose CT Using Denoising Diffusion Probabilistic Model for 20$\times$
  Speedup",2022-09-29
10871,"Towards Performance Portable Programming for Distributed Heterogeneous
  Systems",2022-10-03
10872,"No evidence for radius inflation in hot Jupiters from vertical advection
  of heat",2022-10-04
10873,"Accelerated Molecular Vibrational Decay and Suppressed Electronic
  Nonlinearities in Plasmonic Cavities through Coherent Raman Scattering",2022-10-07
10874,"Cloud-Assisted Hybrid Rendering for Thin-Client Games and VR
  Applications",2022-10-11
10875,The Eccentricity Distribution of Wide Binaries,2022-10-12
10876,"A Near-Sensor Processing Accelerator for Approximate Local Binary
  Pattern Networks",2022-10-13
10877,Differentiable Hybrid Traffic Simulation,2022-10-14
10878,Using Answer Set Programming for HPC Dependency Solving,2022-10-16
10879,"Data-Model-Circuit Tri-Design for Ultra-Light Video Intelligence on Edge
  Devices",2022-10-16
10880,Video super-resolution for single-photon LIDAR,2022-10-19
10881,"Revealing ultra-high-energy cosmic ray acceleration with multi-messenger
  observations of the nearby GRB 980425/SN 1998bw",2022-10-19
10882,"Geodesic path for the optimal nonequilibrium transition:
  Momentum-independent protocol",2022-10-20
10883,"A perspective on machine learning and data science for strongly
  correlated electron problems",2022-10-21
10884,"Transferable E(3) equivariant parameterization for Hamiltonian of
  molecules and solids",2022-10-28
10885,"Efficient AlphaFold2 Training using Parallel Evoformer and Branch
  Parallelism",2022-11-01
10886,Structure-preserving techniques in accelerator physics,2022-11-01
10887,"An open-source software package for on-the-fly deskewing and live
  viewing of volumetric lightsheet microscopy data",2022-10-31
10888,Bayesian inference of vector autoregressions with tensor decompositions,2022-11-03
10889,Sub-network Multi-objective Evolutionary Algorithm for Filter Pruning,2022-10-22
10890,Soft Masking for Cost-Constrained Channel Pruning,2022-11-04
10891,"On the regularity of weak solutions to the fluid-rigid body interaction
  problem",2022-11-06
10892,"Bouncing cosmology in modified gravity with higher-order Gauss-Bonnet
  curvature term",2022-11-07
10893,Self-conditioned Embedding Diffusion for Text Generation,2022-11-08
10894,Error bound analysis of the stochastic parareal algorithm,2022-11-10
10895,Hypothesis Transfer in Bandits by Weighted Models,2022-11-14
10896,"Predicting nonlinear dynamics of optical solitons in optical fiber via
  the SCPINN",2022-11-15
10897,"A Fast Semi-Analytical Approach for Transient Electromigration Analysis
  of Interconnect Trees using Matrix Exponential",2022-11-18
10898,"SketchBoost: Fast Gradient Boosted Decision Tree for Multioutput
  Problems",2022-11-23
10899,"The Impact of US Medical Product Regulatory Complexity on Innovation:
  Preliminary Evidence of Interdependence, Early Acceleration, and Subsequent
  Inversion",2022-11-21
10900,Extending MadFlow: device-specific optimization,2022-11-25
10901,"A reduced basis super-localized orthogonal decomposition for
  reaction-convection-diffusion problems",2022-11-28
10902,Gamma rays: propagation and detection,2022-11-30
10903,Data-driven Science and Machine Learning Methods in Laser-Plasma Physics,2022-11-30
10904,"Fast gap-filling of massive data by local-equilibrium conditional
  simulations on GPU",2022-12-02
10905,"Gauss-Newton meets PANOC: A fast and globally convergent algorithm for
  nonlinear optimal control",2022-12-08
10906,Parameter Estimation for Stellar-Origin Black Hole Mergers In LISA,2022-12-08
10907,Optimal Control for Quadruped Locomotion using LTV MPC,2022-12-10
10908,Spatiotemporal single-photon Airy bullets,2022-12-15
10909,The Underlying Correlated Dynamics in Neural Training,2022-12-18
10910,Chemistry Lab Automation via Constrained Task and Motion Planning,2022-12-19
10911,Effect of solar free oscillations on TianQin's range acceleration noise,2022-12-22
10912,"Langevin algorithms for Markovian Neural Networks and Deep Stochastic
  control",2022-12-22
10913,JDNN: Jacobi Deep Neural Network for Solving Telegraph Equation,2022-12-24
10914,"Sudden death of entanglement with Hamiltonian ensemble assisted by
  auxiliary qubits",2023-01-01
10915,"Simple reactor model of relativistic runaway electron avalanche
  development",2023-01-02
10916,Network Sparsification via Degree- and Subgraph-based Edge Sampling,2023-01-08
10917,"Anisotropic Electron Heating in an Electron Cyclotron Resonance Thruster
  with Magnetic Nozzle",2023-01-26
10918,"ReDi: Efficient Learning-Free Diffusion Inference via Trajectory
  Retrieval",2023-02-05
10919,PointWavelet: Learning in Spectral Domain for 3D Point Cloud Analysis,2023-02-10
10920,"The Framework Tax: Disparities Between Inference Efficiency in NLP
  Research and Deployment",2023-02-13
10921,"Deep-Learning Quantitative Structural Characterization in Additive
  Manufacturing",2023-01-20
10922,"Correction of 'J. Laderman, V. Pan, X. H. Sha, On practical Algorithms
  for Accelerated Matrix Multiplication, Linear Algebra and its Applications.
  Vol. 162-164 (1992) pp. 557-588'",2023-02-15
10923,Discrete States-Based Trajectory Planning for Nonholonomic Robots,2023-02-17
10924,Deep AHS: A Deep Learning Approach to Acoustic Howling Suppression,2023-02-18
10925,"A method for accurate and efficient simulations of slow beam degradation
  due to electron clouds",2023-02-21
10926,Sequential Counterfactual Risk Minimization,2023-02-23
10927,"Nonreciprocal slow or fast light in anti-$\mathcal{PT}$-symmetric
  optomechanics",2023-02-27
10928,"The Athena++ Adaptive Mesh Refinement Framework: Multigrid Solvers for
  Self-Gravity",2023-02-27
10929,"Accelerated Primal-dual Scheme for a Class of Stochastic
  Nonconvex-concave Saddle Point Problems",2023-03-01
10930,Semi-Empirical Shadow Molecular Dynamics: A PyTorch implementation,2023-03-01
10931,"No MSP Counterparts Detected in GBT Searches of Spider Candidates 4FGL
  J0935.3+0901, 4FGL J1627.7+3219, and 4FGL J2212.4+0708",2023-03-03
10932,Momentum-Based Learning of Nash Equilibria for LISA Pointing Acquisition,2023-03-05
10933,POEM: Proof of Entropy Minima,2023-03-08
10934,String Cosmology: from the Early Universe to Today,2023-03-08
10935,"When Optical Microscopy Meets All-Optical Analog Computing: A Brief
  Review",2023-03-09
10936,"Efficient Transformer-based 3D Object Detection with Dynamic Token
  Halting",2023-03-09
10937,"Structure-Aware Group Discrimination with Adaptive-View Graph Encoder: A
  Fast Graph Contrastive Learning Framework",2023-03-09
10938,PDSketch: Integrated Planning Domain Programming and Learning,2023-03-09
10939,"Potential energy surfaces for electron dynamics from a model of
  localized Gaussian wave packets with valence-bond spin-coupling:
  high-harmonic generation spectra from H and He atoms",2023-03-10
10940,"Privacy-Preserving Cooperative Visible Light Positioning for
  Nonstationary Environment: A Federated Learning Perspective",2023-03-11
10941,"Accelerating cosmological models in $f(Q)$ gravity and the phase space
  analysis",2023-03-11
10942,High Forward Thrust Metasurface Beam-Riding Sail,2023-03-13
10943,"Uncertainty-weighted Multi-tasking for $T_{1ρ}$ and T$_2$ Mapping in
  the Liver with Self-supervised Learning",2023-03-14
10944,"Adaptive Super-Twisting Controller Design for Accurate Trajectory
  Tracking Performance of Unmanned Aerial Vehicles",2023-03-21
10945,"Controlled transition to different proton acceleration regimes:
  near-critical density plasmas driven by circularly polarized few cycle pulse",2023-03-21
10946,"PowerPruning: Selecting Weights and Activations for Power-Efficient
  Neural Network Acceleration",2023-03-24
10947,"Observational constrained $F(R, \mathcal{G})$ gravity cosmological model
  and the dynamical system analysis",2023-03-25
10948,"Assessing Competency Using Metacognition and Motivation: The Role of
  Time-Awareness in Preparation for Future Learning",2023-03-17
10949,Learned Query Superoptimization,2023-03-27
10950,"Accelerating Particle-in-Cell Kinetic Plasma Simulations via
  Reduced-Order Modeling of Space-Charge Dynamics using Dynamic Mode
  Decomposition",2023-03-28
10951,"Application of Distributed Fiber Optic Strain Sensors to LMQXFA Cold
  Mass Welding",2023-03-29
10952,Fast Point Cloud Generation with Diffusion Models in High Energy Physics,2023-04-03
10953,Note on agegraphic dark energy inspired by modified Barrow entropy,2023-04-06
10954,"One Transform To Compute Them All: Efficient Fusion-Based Full-Reference
  Video Quality Assessment",2023-04-06
10955,A viable form of the metric Teleparallel F(T) theory of gravity,2023-04-09
10956,New Physics searches using ProtoDUNE and the CERN SPS accelerator,2023-04-13
10957,Snacks: a fast large-scale kernel SVM solver,2023-04-17
10958,Computing Controlled Invariant Sets of Nonlinear Control-Affine Systems,2023-04-23
10959,Primal-Dual Damping algorithms for optimization,2023-04-28
10960,An Adaptive Policy to Employ Sharpness-Aware Minimization,2023-04-28
10961,"Spatial deformation of many-body quantum chaotic systems and quantum
  information scrambling",2023-05-01
10962,Data valuation: The partial ordinal Shapley value for machine learning,2023-05-02
10963,"Quantifying the magnetic interactions governing chiral spin textures
  using deep neural networks",2023-05-04
10964,5D tomographic phase-space reconstruction of particle bunches,2023-05-05
10965,Twin support vector quantile regression,2023-05-06
10966,NerfAcc: Efficient Sampling Accelerates NeRFs,2023-05-08
10967,"Tailoring the mechanical properties of 3D microstructures: a deep
  learning and genetic algorithm inverse optimization framework",2023-05-09
10968,HyperE2VID: Improving Event-Based Video Reconstruction via Hypernetworks,2023-05-10
10969,Dynamic Dark Energy from the Local Limit of Nonlocal Gravity,2023-05-12
10970,"Teleportation of a quantum particle in a potential via quantum Zeno
  dynamics",2023-05-13
10971,"Accelerating Convergence in Global Non-Convex Optimization with
  Reversible Diffusion",2023-05-19
10972,Inductive Simulation of Calorimeter Showers with Normalizing Flows,2023-05-19
10973,"The accelerated expansion in $F(G,T_{μν}T^{μν})$ gravity",2023-05-22
10974,Improving Convergence and Generalization Using Parameter Symmetries,2023-05-22
10975,Realistic Noise Synthesis with Diffusion Models,2023-05-23
10976,"NeuralMatrix: Compute the Entire Neural Networks with Linear Matrix
  Operations for Efficient Inference",2023-05-23
10977,Kernel Interpolation with Sparse Grids,2023-05-23
10978,"NAIL: Lexical Retrieval Indices with Efficient Non-Autoregressive
  Decoders",2023-05-23
10979,"A Virtual Reality Tool for Representing, Visualizing and Updating Deep
  Learning Models",2023-05-24
10980,Demonstration of a programmable optical lattice atom interferometer,2023-05-28
10981,"LLMs Can Understand Encrypted Prompt: Towards Privacy-Computing Friendly
  Transformers",2023-05-28
10982,"Examining the Role and Limits of Batchnorm Optimization to Mitigate
  Diverse Hardware-noise in In-memory Computing",2023-05-28
10983,Task-Agnostic Structured Pruning of Speech Representation Models,2023-06-02
10984,A Conditional Normalizing Flow for Accelerated Multi-Coil MR Imaging,2023-06-02
10985,"Machine learning enabled experimental design and parameter estimation
  for ultrafast spin dynamics",2023-06-03
10986,"Enhanced Robust Motion Control based on Unknown System Dynamics
  Estimator for Robot Manipulators",2023-06-05
10987,"Probabilistic Unrolling: Scalable, Inverse-Free Maximum Likelihood
  Estimation for Latent Gaussian Models",2023-06-05
10988,TestLab: An Intelligent Automated Software Testing Framework,2023-06-06
10989,"Spherical Fourier Neural Operators: Learning Stable Dynamics on the
  Sphere",2023-06-06
10990,"21 cm Power Spectrum for Bimetric Gravity and its Detectability with
  SKA1-Mid Telescope",2023-06-06
10991,"Acoustic singular surfaces in an exponential class of inhomogeneous
  gases: A new numerical approach based on Krylov subspace spectral
  methodologies",2023-06-07
10992,Learned spatial data partitioning,2023-06-08
10993,"DIFT: Dynamic Iterative Field Transforms for Memory Efficient Optical
  Flow",2023-06-09
10994,2-D SSM: A General Spatial Layer for Visual Transformers,2023-06-11
10995,"Are multiple reflecting boundaries capable of enhancing entanglement
  harvesting?",2023-06-16
10996,"Exploring the Performance and Efficiency of Transformer Models for NLP
  on Mobile Devices",2023-06-20
10997,Transmission of vortex electrons through a solenoid,2023-06-22
10998,"Iteratively Preconditioned Gradient-Descent Approach for Moving Horizon
  Estimation Problems",2023-06-22
10999,Routing One Million Customers in a Handful of Minutes,2023-06-25
11000,Fab-Four cosmography to tackle the Hubble tension,2023-06-26
11001,"Nanoclusters and nanoscale voids as possible sources of increasing dark
  current in high-gradient vacuum breakdown",2023-05-23
11002,Accelerating Transducers through Adjacent Token Merging,2023-06-28
11003,"MultiZoo & MultiBench: A Standardized Toolkit for Multimodal Deep
  Learning",2023-06-28
11004,Reinforcement Learning in Ultracold Atom Experiments,2023-06-29
11005,"Gravitational Waves from Domain Wall Collapse, and Application to
  Nanohertz Signals with QCD-coupled Axions",2023-06-29
11006,Dynamical system analysis in multiscalar-torsion cosmology,2023-07-04
11007,"Multi-messenger observations support cosmic ray interactions surrounding
  acceleration sources",2023-07-05
11008,"SimSpin v2.6.0 -- Constructing synthetic spectral IFU cubes for
  comparison with observational surveys",2023-07-05
11009,"OmniBoost: Boosting Throughput of Heterogeneous Embedded Devices under
  Multi-DNN Workload",2023-07-06
11010,A Survey From Distributed Machine Learning to Distributed Deep Learning,2023-07-11
11011,"A Natural Lane Changing Decision Model For Mixed Traffic Flow Based On
  Extreme Value Theory",2023-06-25
11012,Virtual Screening of Chemical Space based on Quantum Annealing,2023-07-12
11013,"Magnetic polarizability of a charged pion from four-point functions in
  lattice QCD",2023-07-17
11014,First Results From Nanoindentation of Vapor Diffused Nb3Sn Films on Nb,2023-07-17
11015,Quantized Feature Distillation for Network Quantization,2023-07-20
11016,"Beep: Balancing Effectiveness and Efficiency when Finding Multivariate
  Patterns in Racket Sports",2023-07-20
11017,"All-optical GeV electron bunch generation in a laser-plasma accelerator
  via truncated-channel injection",2023-07-25
11018,PEANUT: A Human-AI Collaborative Tool for Annotating Audio-Visual Data,2023-07-27
11019,"Be greedy and learn: efficient and certified algorithms for parametrized
  optimal control problems",2023-07-28
11020,"Search for ultralight dark matter with a frequency adjustable
  diamagnetic levitated sensor",2023-07-10
11021,"The Impact of Quantum Memory Quality on Entanglement Assisted
  Communication",2023-07-29
11022,On a Vlasov-Fokker-Planck equation for stored electron beams,2023-07-29
11023,Rotating detectors in dS/AdS spacetimes,2023-07-31
11024,Tango: rethinking quantization for graph neural network training on GPUs,2023-08-02
11025,"One-step Iterative Estimation of Effective Atomic Number and Electron
  Density for Dual Energy CT",2023-08-02
11026,Uncertainty Estimation and Propagation in Accelerated MRI Reconstruction,2023-08-04
11027,Bandicoot: C++ Library for GPU Linear Algebra and Scientific Computing,2023-08-06
11028,"Scaling up the Optimal Safe Control of Connected and Automated Vehicles
  to a Traffic Network: A Hierarchical Framework of Modular Control Zones",2023-08-06
11029,SynJax: Structured Probability Distributions for JAX,2023-08-07
11030,"Quantum computing for chemistry and physics applications from a Monte
  Carlo perspective",2023-08-15
11031,A Game of Bundle Adjustment -- Learning Efficient Convergence,2023-08-25
11032,"Ad-Rec: Advanced Feature Interactions to Address Covariate-Shifts in
  Recommendation Networks",2023-08-28
11033,"Reinforcement Learning for Sampling on Temporal Medical Imaging
  Sequences",2023-08-28
11034,"Quasioptimal alternating projections and their use in low-rank
  approximation of matrices and tensors",2023-08-30
11035,Instantaneous Symmetry Breaking to the Non-observed Dark Matter,2023-08-31
11036,Diffusion Models for Interferometric Satellite Aperture Radar,2023-08-31
