Title,Date,Authors,Abstract
"Time-series cardiovascular risk factors and receipt of screening for breast, cervical, and colon cancer: The Guideline Advantage.",2020,"Aixia Guo, Bettina F Drake, Yosef M Khan, James R Langabeer Ii, Randi E Foraker",Cancer is the second leading cause of death in the United States. Cancer screenings can detect precancerous cells and allow for earlier diagnosis and treatment. Our purpose was to better understand risk factors for cancer screenings and assess the effect of cancer screenings on changes of Cardiovascular health (CVH) measures before and after cancer screenings among patients.
Radiomics in surgical oncology: applications and challenges.,2021-Dec,"Travis L Williams, Lily V Saadat, Mithat Gonen, Alice Wei, Richard K G Do, Amber L Simpson","Surgery is a curative treatment option for many patients with malignant tumors. Increased attention has focused on the combination of surgery with chemotherapy, as multimodality treatment has been associated with promising results in certain cancer types. Despite these data, there remains clinical equipoise on optimal timing and patient selection for neoadjuvant or adjuvant strategies. Radiomics, an emerging field involving the extraction of advanced features from radiographic images, has the potential to revolutionize oncologic treatment and contribute to the advance of personalized therapy by helping predict tumor behavior and response to therapy. This review analyzes and summarizes studies that use radiomics with machine learning in patients who have received neoadjuvant and/or adjuvant chemotherapy to predict prognosis, recurrence, survival, and therapeutic response for various cancer types. While studies in both neoadjuvant and adjuvant settings demonstrate above average performance on ability to predict progression-free and overall survival, there remain many challenges and limitations to widespread implementation of this technology. The lack of standardization of common practices to analyze radiomics, limited data sharing, and absence of auto-segmentation have hindered the inclusion and rapid adoption of radiomics in prospective, clinical studies."
The FAIR database: facilitating access to public health research literature.,2024-Dec,"Zhixue Zhao, James Thomas, Gregory Kell, Claire Stansfield, Mark Clowes, Sergio Graziosi, Jeff Brunton, Iain James Marshall, Mark Stevenson","In public health, access to research literature is critical to informing decision-making and to identify knowledge gaps. However, identifying relevant research is not a straightforward task since public health interventions are often complex, can have positive and negative impacts on health inequalities and are applied in diverse and rapidly evolving settings. We developed a ""living"" database of public health research literature to facilitate access to this information using Natural Language Processing tools."
A systematic review of machine learning applications in predicting opioid associated adverse events.,2025-Jan-16,"Carlos R Ramírez Medina, Jose Benitez-Aurioles, David A Jenkins, Meghna Jani","Machine learning has increasingly been applied to predict opioid-related harms due to its ability to handle complex interactions and generating actionable predictions. This review evaluated the types and quality of ML methods in opioid safety research, identifying 44 studies using supervised ML through searches of Ovid MEDLINE, PubMed and SCOPUS databases. Commonly predicted outcomes included postoperative opioid use (n = 15, 34%) opioid overdose (n = 8, 18%), opioid use disorder (n = 8, 18%) and persistent opioid use (n = 5, 11%) with varying definitions. Most studies (96%) originated from North America, with only 7% reporting external validation. Model performance was moderate to strong, but calibration was often missing (41%). Transparent reporting of model development was often incomplete, with key aspects such as calibration, imbalance correction, and handling of missing data absent. Infrequent external validation limited the generalizability of current models. Addressing these aspects is critical for transparency, interpretability, and future implementation of the results."
Medical Doctors' Perceptions of Artificial Intelligence (AI) in Healthcare.,2024-Sep,"Arijita Banerjee, Pradosh Kumar Sarangi, Sumit Kumar","Introduction With the current exponential expansion of robotics, implants, and imaging technologies, diagnostic processes within the healthcare industry are becoming popular platforms for artificial intelligence (AI) use. Thus, an understanding of physicians' attitudes toward AI and the extent to which medical educators are ready to work with AI is necessary. This research aimed to study doctors' perceptions of AI in healthcare. Methods A web-based questionnaire organized into four sections, namely, demographics, concepts of AI, education in AI, and implementation challenges related to AI, was designed systematically based on a literature search and circulated among medical doctors from various fields. Results Study participants exhibited a lower score toward familiarity with AI. Only 52.12% (74/142) of physicians completed the survey. The greatest challenge associated with the use of AI in therapeutic settings was found to be the degree of autonomy, with a score of 3.56. Among the participants, 67.61% felt that the lack of human supervision was the most important limiting factor in the implementation of AI in clinical practice. However, the participants demonstrated a strong interest in understanding the concepts of AI in the near future. Conclusion This study revealed a low degree of familiarity with AI, highlighting the need for medical schools and hospitals to establish specialized education and training programs for physicians to improve patient outcomes."
Rotation Awareness Based Self-Supervised Learning for SAR Target Recognition With Limited Training Samples.,2021,"Zaidao Wen, Zhunga Liu, Shuai Zhang, Quan Pan","The scattering signatures of a synthetic aperture radar (SAR) target image will be highly sensitive to different azimuth angles/poses, which aggravates the demand for training samples in learning-based SAR image automatic target recognition (ATR) algorithms, and makes SAR ATR a more challenging task. This paper develops a novel rotation awareness-based learning framework termed RotANet for SAR ATR under the condition of limited training samples. First, we propose an encoding scheme to characterize the rotational pattern of pose variations among intra-class targets. These targets will constitute several ordered sequences with different rotational patterns via permutations. By further exploiting the intrinsic relation constraints among these sequences as the supervision, we develop a novel self-supervised task which makes RotANet learn to predict the rotational pattern of a baseline sequence and then autonomously generalize this ability to the others without external supervision. Therefore, this task essentially contains a learning and self-validation process to achieve human-like rotation awareness, and it serves as a task-induced prior to regularize the learned feature domain of RotANet in conjunction with an individual target recognition task to improve the generalization ability of the features. Extensive experiments on moving and stationary target acquisition and recognition benchmark database demonstrate the effectiveness of our proposed framework. Compared with other state-of-the-art SAR ATR algorithms, RotANet will remarkably improve the recognition accuracy especially in the case of very limited training samples without performing any other data augmentation strategy."
Computer aided analysis of epi-illumination and transillumination images of skin lesions for diagnosis of skin cancers.,2011,"Brian D'Alessandro, Atam P Dhawan, Nizar Mullani","Skin lesion pigmentation area from surface, or, epi-illumination (ELM) images and blood volume area from transillumination (TLM) images are useful features to aid a dermatologist in the diagnosis of melanoma and other skin cancers in early curable stages. However, segmentation of these areas is difficult. In this work, we present an automatic segmentation tool for ELM and TLM images that also provides additional choices for user selection and interaction with adaptive learning. Our tool uses a combination of k-means clustering, wavelet analysis, and morphological operations to segment the lesion and blood volume, and then presents the user with six segmentation suggestions for both ELM and TLM images. The final selection of segmentation boundary may then be iteratively improved through scoring by multiple users. The ratio of TLM to ELM segmented areas is an indicator of dysplasia in skin lesions for detection of skin cancers, and this ratio is found to show a statistically significant trend in association with lesion dysplasia on a set of 81 pathologically validated lesions (p = 0.0058). We then present a support vector machine classifier using the results from the interactive segmentation method along with ratio, color, texture, and shape features to characterize skin lesions into three degrees of dysplasia with promising accuracy."
What's in the Box?: Uncertain Accountability of Machine Learning Applications in Healthcare.,2020-Nov,"Ma'n Zawati, Michael Lang",No abstract available
Graph Theory-Based Brain Connectivity for Automatic Classification of Multiple Sclerosis Clinical Courses.,2016,"Gabriel Kocevar, Claudio Stamile, Salem Hannoun, François Cotton, Sandra Vukusic, Françoise Durand-Dubief, Dominique Sappey-Marinier",
User-avatar bond as diagnostic indicator for gaming disorder: A word on the side of caution.,2024-Dec-30,"Alexandre Infanti, Alessandro Giardina, Josip Razum, Daniel L King, Stephanie Baggio, Jeffrey G Snodgrass, Matthew Vowels, Adriano Schimmenti, Orsolya Király, Hans-Juergen Rumpf, Claus Vögele, Joël Billieux","In their study, Stavropoulos et al. (2023) capitalized on supervised machine learning and a longitudinal design and reported that the User-Avatar Bond could be accurately employed to detect Gaming Disorder (GD) risk in a community sample of gamers. The authors suggested that the User-Avatar Bond is a ""digital phenotype"" that could be used as a diagnostic indicator for GD risk. In this commentary, our objectives are twofold: (1) to underscore the conceptual challenges of employing User-Avatar Bond for conceptualizing and diagnosing GD risk, and (2) to expound upon what we perceive as a misguided application of supervised machine learning techniques by the authors from a methodological standpoint."
MetAssimulo 2.0: a web app for simulating realistic 1D & 2D Metabolomic 1H NMR spectra.,2025-Jan-25,"Yan Yan, Beatriz Jiménez, Michael T Judge, Toby Athersuch, Maria De Iorio, Timothy M D Ebbels","Metabolomics extensively utilizes Nuclear Magnetic Resonance (NMR) spectroscopy due to its excellent reproducibility and high throughput. Both one-dimensional (1D) and two-dimensional (2D) NMR spectra provide crucial information for metabolite annotation and quantification, yet present complex overlapping patterns which may require sophisticated machine learning algorithms to decipher. Unfortunately, the limited availability of labeled spectra can hamper application of machine learning, especially deep learning algorithms which require large amounts of labelled data. In this context, simulation of spectral data becomes a tractable solution for algorithm development.Here, we introduce MetAssimulo 2.0, a comprehensive upgrade of the MetAssimulo 1.0 metabolomic 1H NMR simulation tool, reimplemented as a Python-based web application. Where MetAssimulo 1.0 only simulated 1D 1H spectra of human urine, MetAssimulo 2.0 expands functionality to urine, blood, and cerebral spinal fluid (CSF), enhancing the realism of blood spectra by incorporating a broad protein background. This enhancement enables a closer approximation to real blood spectra, achieving a Pearson correlation of approximately 0.82. Moreover, this tool now includes simulation capabilities for 2D J-resolved (J-Res) and Correlation Spectroscopy (COSY) spectra, significantly broadening its utility in complex mixture analysis. MetAssimulo 2.0 simulates both single, and groups, of spectra with both discrete (case-control, e.g. heart transplant vs healthy) and continuous (e.g. BMI) outcomes and includes inter-metabolite correlations. It thus supports a range of experimental designs and demonstrating associations between metabolite profiles and biomedical responses.By enhancing NMR spectral simulations, MetAssimulo 2.0 is well positioned to support and enhance research at the intersection of deep learning and metabolomics."
Federated Learning-Based Predictive Traffic Management Using a Contained Privacy-Preserving Scheme for Autonomous Vehicles.,2025-Feb-12,"Tariq Alqubaysi, Abdullah Faiz Al Asmari, Fayez Alanazi, Ahmed Almutairi, Ammar Armghan","Intelligent Transport Systems (ITSs) are essential for secure and privacy-preserving communications in Autonomous Vehicles (AVs) and enhance facilities like connectivity and roadside assistance. Earlier research models used for traffic management compromised user privacy and exposed sensitive data to potential adversaries while handling real-time data from numerous vehicles. This research introduces a Federated Learning-based Predictive Traffic Management (FLPTM) system designed to optimize service access and privacy for Autonomous Vehicles (AVs) within an ITS. Moreover, a CPPS will provide strong security to mitigate adversarial threats through state modelling and authenticated access permissions for the integrity of vehicle communication networks from man-in-the-middle attacks. The suggested FLPTM system utilizes a Contained Privacy-Preserving Scheme (CPPS) that decentralizes data processing and allows vehicles to train local models without sharing raw data. The CPPS framework combines a classifier-based learning technique with state modelling and access permissions to protect user data against invasions and man-in-the-middle attacks. The proposed model leverages Federated Learning (FL) to enhance data security in collaborative machine learning processes by allowing updates that preserve privacy, enabling joint learning without exposing raw data. It addresses key challenges such as high communication costs, the impact of adversarial attacks, and access time inefficiencies. Using FL, the model reduces communication costs by 23.29%, mitigates adversarial effects by 16.1%, and improves access time by 18.95%, achieving significant cost savings and maintaining data privacy throughout the learning process."
Discriminative multi-source adaptation multi-feature co-regression for visual classification.,2019-Jun,"Jianwen Tao, Wei Dai","Learning an effective visual classifier from few labeled samples is a challenging problem, which has motivated the multi-source adaptation scheme in machine learning. While the advantages of multi-source adaptation have been widely recognized, there still exit three major limitations in extant methods. Firstly, how to effectively select the discriminative sources is yet an unresolved issue. Secondly, multiple different visual features on hand cannot be effectively exploited to represent a target object for boosting the adaptation performance. Last but not least, they mainly focus on either visual understanding or feature learning independently, which may lead to the so-called semantic gap between the low-level features and the high-level semantics. To overcome these defects, we propose a novel Multi-source Adaptation Multi-Feature (MAMF) co-regression framework by jointly exploring multi-feature co-regression, multiple latent spaces learning, and discriminative sources selection. Concretely, MAMF conducts the multi-feature representation co-regression with feature learning by simultaneously uncovering multiple optimal latent spaces and taking into account correlations among multiple feature representations. Moreover, to discriminatively leverage multi-source knowledge for each target feature representation, MAMF automatically selects the discriminative source models trained on source datasets by formulating it as a row-sparsity pursuit problem. Different from the state-of-the-arts, our method is able to adapt knowledge from multiple sources even if the features of each source and the target are partially different but overlapping. Experimental results on three challenging visual domain adaptation tasks consistently demonstrate the superiority of our method in comparison with the related state-of-the-arts."
Breast Cancer Histopathology Image Classification Using an Ensemble of Deep Learning Models.,2020-Aug-05,"Zabit Hameed, Sofia Zahia, Begonya Garcia-Zapirain, José Javier Aguirre, Ana María Vanegas","Breast cancer is one of the major public health issues and is considered a leading cause of cancer-related deaths among women worldwide. Its early diagnosis can effectively help in increasing the chances of survival rate. To this end, biopsy is usually followed as a gold standard approach in which tissues are collected for microscopic analysis. However, the histopathological analysis of breast cancer is non-trivial, labor-intensive, and may lead to a high degree of disagreement among pathologists. Therefore, an automatic diagnostic system could assist pathologists to improve the effectiveness of diagnostic processes. This paper presents an ensemble deep learning approach for the definite classification of non-carcinoma and carcinoma breast cancer histopathology images using our collected dataset. We trained four different models based on pre-trained VGG16 and VGG19 architectures. Initially, we followed 5-fold cross-validation operations on all the individual models, namely, fully-trained VGG16, fine-tuned VGG16, fully-trained VGG19, and fine-tuned VGG19 models. Then, we followed an ensemble strategy by taking the average of predicted probabilities and found that the ensemble of fine-tuned VGG16 and fine-tuned VGG19 performed competitive classification performance, especially on the carcinoma class. The ensemble of fine-tuned VGG16 and VGG19 models offered sensitivity of 97.73% for carcinoma class and overall accuracy of 95.29%. Also, it offered an F1 score of 95.29%. These experimental results demonstrated that our proposed deep learning approach is effective for the automatic classification of complex-natured histopathology images of breast cancer, more specifically for carcinoma images."
Machine Learning in Nanoscience: Big Data at Small Scales.,2020-Jan-08,"Keith A Brown, Sarah Brittman, Nicolò Maccaferri, Deep Jariwala, Umberto Celano","Recent advances in machine learning (ML) offer new tools to extract new insights from large data sets and to acquire small data sets more effectively. Researchers in nanoscience are experimenting with these tools to tackle challenges in many fields. In addition to ML's advancement of nanoscience, nanoscience provides the foundation for neuromorphic computing hardware to expand the implementation of ML algorithms. In this Mini Review, we highlight some recent efforts to connect the ML and nanoscience communities by focusing on three types of interaction: (1) using ML to analyze and extract new insights from large nanoscience data sets, (2) applying ML to accelerate material discovery, including the use of active learning to guide experimental design, and (3) the nanoscience of memristive devices to realize hardware tailored for ML. We conclude with a discussion of challenges and opportunities for future interactions between nanoscience and ML researchers."
Machine learning for exploring neurophysiological functionality in multiple sclerosis based on trigeminal and hand blink reflexes.,2022-Dec-06,"Monica Biggio, Daniele Caligiore, Federico D'Antoni, Marco Bove, Mario Merone","Brainstem dysfunctions are very common in Multiple Sclerosis (MS) and are a critical predictive factor for future disability. Brainstem functionality can be explored with blink reflexes, subcortical responses consisting in a blink following a peripheral stimulation. Some reflexes are already employed in clinical practice, such as Trigeminal Blink Reflex (TBR). Here we propose for the first time in MS the exploration of Hand Blink Reflex (HBR), which size is modulated by the proximity of the stimulated hand to the face, reflecting the extension of the peripersonal space. The aim of this work is to test whether Machine Learning (ML) techniques could be used in combination with neurophysiological measurements such as TBR and HBR to improve their clinical information and potentially favour the early detection of brainstem dysfunctionality. HBR and TBR were recorded from a group of People with MS (PwMS) with Relapsing-Remitting form and from a healthy control group. Two AdaBoost classifiers were trained with TBR and HBR features each, for a binary classification task between PwMS and Controls. Both classifiers were able to identify PwMS with an accuracy comparable and even higher than clinicians. Our results indicate that ML techniques could represent a tool for clinicians for investigating brainstem functionality in MS. Also, HBR could be promising when applied in clinical practice, providing additional information about the integrity of brainstem circuits potentially favouring early diagnosis."
Embedding covariate adjustments in tree-based automated machine learning for biomedical big data analyses.,2020-Oct-01,"Elisabetta Manduchi, Weixuan Fu, Joseph D Romano, Stefano Ruberto, Jason H Moore","A typical task in bioinformatics consists of identifying which features are associated with a target outcome of interest and building a predictive model. Automated machine learning (AutoML) systems such as the Tree-based Pipeline Optimization Tool (TPOT) constitute an appealing approach to this end. However, in biomedical data, there are often baseline characteristics of the subjects in a study or batch effects that need to be adjusted for in order to better isolate the effects of the features of interest on the target. Thus, the ability to perform covariate adjustments becomes particularly important for applications of AutoML to biomedical big data analysis."
Your mileage may vary: impact of data input method for a deep learning bone age app's predictions.,2022-Feb,"Paul H Yi, Alice C Yu, Emily A Dunn, Haris I Sair","The purpose of this study was to evaluate agreement in predictions made by a bone age prediction application (""app"") among three data input methods."
Automatic glomerular identification and quantification of histological phenotypes using image analysis and machine learning.,2018-Dec-01,"Susan M Sheehan, Ron Korstanje","Current methods of scoring histological kidney samples, specifically glomeruli, do not allow for collection of quantitative data in a high-throughput and consistent manner. Neither untrained individuals nor computers are presently capable of identifying glomerular features, so expert pathologists must do the identification and score using a categorical matrix, complicating statistical analysis. Critical information regarding overall health and physiology is encoded in these samples. Rapid comprehensive histological scoring could be used, in combination with other physiological measures, to significantly advance renal research. Therefore, we used machine learning to develop a high-throughput method to automatically identify and collect quantitative data from glomeruli. Our method requires minimal human interaction between steps and provides quantifiable data independent of user bias. The method uses free existing software and is usable without extensive image analysis training. Validation of the classifier and feature scores in mice is highlighted in this work and shows the power of applying this method in murine research. Preliminary results indicate that the method can be applied to data sets from different species after training on relevant data, allowing for fast glomerular identification and quantitative measurements of glomerular features. Validation of the classifier and feature scores are highlighted in this work and show the power of applying this method. The resulting data are free from user bias. Continuous data, such that statistical analysis can be performed, allows for more precise and comprehensive interrogation of samples. These data can then be combined with other physiological data to broaden our overall understanding of renal function."
Application Value of A Clinical Radiomic Nomogram for Identifying Diabetic Nephropathy and Nondiabetic Renal Disease.,2025-Feb-24,"Xiaoling Liu, Weihan Xiao, Jing Qiao, Xiachuan Qin",An ultrasound-based radiomics Machine Learning Model (ML) was utilized to assess non-invasively the conditions of diabetic nephropathy and non-diabetic renal disease in diabetic patients.
Intracortical Brain-Machine Interfaces Advance Sensorimotor Neuroscience.,2016,"Karen E Schroeder, Cynthia A Chestek","Brain-machine interfaces (BMIs) decode brain activity to control external devices. Over the past two decades, the BMI community has grown tremendously and reached some impressive milestones, including the first human clinical trials using chronically implanted intracortical electrodes. It has also contributed experimental paradigms and important findings to basic neuroscience. In this review, we discuss neuroscience achievements stemming from BMI research, specifically that based upon upper limb prosthetic control with intracortical microelectrodes. We will focus on three main areas: first, we discuss progress in neural coding of reaches in motor cortex, describing recent results linking high dimensional representations of cortical activity to muscle activation. Next, we describe recent findings on learning and plasticity in motor cortex on various time scales. Finally, we discuss how bidirectional BMIs have led to better understanding of somatosensation in and related to motor cortex."
A machine learning-based clinical predictive tool to identify patients at high risk of medication errors.,2024-Dec-30,"Ammar Abdo, Lyse Gallay, Thibault Vallecillo, Justine Clarenne, Pauline Quillet, Vincent Vuiblet, Rudy Merieux","A medication error is an inadvertent failure in the drug therapy process that can cause serious harm to patients by increasing morbidity and mortality and are associated with significant economic costs to the healthcare system. Medication reconciliation is the most cost-effective intervention and can result in a 66% reduction in medication errors. To improve patient safety, we developed a machine learning-based tool that prioritizes patients at risk of medication errors upon admission to the hospital to ensure that they undergo medication reconciliation by clinical pharmacists. The data were collected from the electronic health records of patients admitted to Reims University Hospital who underwent medication reconciliation between 2017 and 2023. The data from 7200 patients were used to train four machine learning-based models based on 52 variables in the development dataset. These models were used to prioritize admitted patients according to their likelihood of being exposed to a medication error. Our models, particularly the voting classifier model, demonstrated good performance (a recall of 0.75, precision of 0.65, F1 score of 0.70, AUROC of 0.74 and AUCPR of 0.75). In a retrospective evaluation simulating real-life use, the voting classifier model successfully identified 45% of the total patients selected who were found to have at least one unintended discrepancy compared to 21% when using the existing tool. The positive experimental results of this tool showed a superior improvement of 113% over the existing tool by targeting patients at risk of medication errors upon admission to Reims University Hospital."
Machine Learning-Based ,2024-Nov-18,"Kaori Ambe, Mizuki Nakamori, Riku Tohno, Kotaro Suzuki, Takamitsu Sasaki, Masahiro Tohkin, Kouichi Yoshinari",The prediction of cytochrome P450 inhibition by a computational (quantitative) structure-activity relationship approach using chemical structure information and machine learning would be useful for toxicity research as a simple and rapid 
Machine Learning: An Approach in Identifying Risk Factors for Coercion Compared to Binary Logistic Regression.,2018,"Florian Hotzy, Anastasia Theodoridou, Paul Hoff, Andres R Schneeberger, Erich Seifritz, Sebastian Olbrich, Matthias Jäger",
Prediction of cognitive conversion within the Alzheimer's disease continuum using deep learning.,2025-Feb-13,"Siyu Yang, Xintong Zhang, Xinyu Du, Peng Yan, Jing Zhang, Wei Wang, Jing Wang, Lei Zhang, Huaiqing Sun, Yin Liu, Xinran Xu, Yaxuan Di, Jin Zhong, Caiyun Wu, Jan D Reinhardt, Yu Zheng, Ting Wu",Early diagnosis and accurate prognosis of cognitive decline in Alzheimer's disease (AD) is important to timely assignment to optimal treatment modes. We aimed to develop a deep learning model to predict cognitive conversion to guide re-assignment decisions to more intensive therapies where needed.
Spatiotemporal prediction of COVID-19 cases using inter- and intra-county proxies of human interactions.,2021-Nov-08,"Behzad Vahedi, Morteza Karimzadeh, Hamidreza Zoraghein","Measurements of human interaction through proxies such as social connectedness or movement patterns have proved useful for predictive modeling of COVID-19, which is a challenging task, especially at high spatial resolutions. In this study, we develop a Spatiotemporal autoregressive model to predict county-level new cases of COVID-19 in the coterminous US using spatiotemporal lags of infection rates, human interactions, human mobility, and socioeconomic composition of counties as predictive features. We capture human interactions through 1) Facebook- and 2) cell phone-derived measures of connectivity and human mobility, and use them in two separate models for predicting county-level new cases of COVID-19. We evaluate the model on 14 forecast dates between 2020/10/25 and 2021/01/24 over one- to four-week prediction horizons. Comparing our predictions with a Baseline model developed by the COVID-19 Forecast Hub indicates an average 6.46% improvement in prediction Mean Absolute Errors (MAE) over the two-week prediction horizon up to 20.22% improvement in the four-week prediction horizon, pointing to the strong predictive power of our model in the longer prediction horizons."
Grappling with the Future Use of Big Data for Translational Medicine and Clinical Care.,2017-Aug,"S Murphy, V Castro, K Mandl",
"Estimation of forest aboveground biomass and uncertainties by integration of field measurements, airborne LiDAR, and SAR and optical satellite data in Mexico.",2018-Feb-21,"Mikhail Urbazaev, Christian Thiel, Felix Cremer, Ralph Dubayah, Mirco Migliavacca, Markus Reichstein, Christiane Schmullius","Information on the spatial distribution of aboveground biomass (AGB) over large areas is needed for understanding and managing processes involved in the carbon cycle and supporting international policies for climate change mitigation and adaption. Furthermore, these products provide important baseline data for the development of sustainable management strategies to local stakeholders. The use of remote sensing data can provide spatially explicit information of AGB from local to global scales. In this study, we mapped national Mexican forest AGB using satellite remote sensing data and a machine learning approach. We modelled AGB using two scenarios: (1) extensive national forest inventory (NFI), and (2) airborne Light Detection and Ranging (LiDAR) as reference data. Finally, we propagated uncertainties from field measurements to LiDAR-derived AGB and to the national wall-to-wall forest AGB map."
An Enhanced RIME Optimizer with Horizontal and Vertical Crossover for Discriminating Microseismic and Blasting Signals in Deep Mines.,2023-Oct-28,"Wei Zhu, Zhihui Li, Ali Asghar Heidari, Shuihua Wang, Huiling Chen, Yudong Zhang","Real-time monitoring of rock stability during the mining process is critical. This paper first proposed a RIME algorithm (CCRIME) based on vertical and horizontal crossover search strategies to improve the quality of the solutions obtained by the RIME algorithm and further enhance its search capabilities. Then, by constructing a binary version of CCRIME, the key parameters of FKNN were optimized using a binary conversion method. Finally, a discrete CCRIME-based BCCRIME was developed, which uses an S-shaped function transformation approach to address the feature selection issue by converting the search result into a real number that can only be zero or one. The performance of CCRIME was examined in this study from various perspectives, utilizing 30 benchmark functions from IEEE CEC2017. Basic algorithm comparison tests and sophisticated variant algorithm comparison experiments were also carried out. In addition, this paper also used collected microseismic and blasting data for classification prediction to verify the ability of the BCCRIME-FKNN model to process real data. This paper provides new ideas and methods for real-time monitoring of rock mass stability during deep well mineral resource mining."
Long-range temporal correlations in the brain distinguish conscious wakefulness from induced unconsciousness.,2018-Oct-01,"Thomas Thiery, Tarek Lajnef, Etienne Combrisson, Arthur Dehgan, Pierre Rainville, George A Mashour, Stefanie Blain-Moraes, Karim Jerbi","Rhythmic neuronal synchronization across large-scale networks is thought to play a key role in the regulation of conscious states. Changes in neuronal oscillation amplitude across states of consciousness have been widely reported, but little is known about possible changes in the temporal dynamics of these oscillations. The temporal structure of brain oscillations may provide novel insights into the neural mechanisms underlying consciousness. To address this question, we examined long-range temporal correlations (LRTC) of EEG oscillation amplitudes recorded during both wakefulness and anesthetic-induced unconsciousness. Importantly, the time-varying EEG oscillation envelopes were assessed over the course of a sevoflurane sedation protocol during which the participants alternated between states of consciousness and unconsciousness. Both spectral power and LRTC in oscillation amplitude were computed across multiple frequency bands. State-dependent differences in these features were assessed using non-parametric tests and supervised machine learning. We found that periods of unconsciousness were associated with increases in LRTC in beta (15-30Hz) amplitude over frontocentral channels and with a suppression of alpha (8-13Hz) amplitude over occipitoparietal electrodes. Moreover, classifiers trained to predict states of consciousness on single epochs demonstrated that the combination of beta LRTC with alpha amplitude provided the highest classification accuracy (above 80%). These results suggest that loss of consciousness is accompanied by an augmentation of temporal persistence in neuronal oscillation amplitude, which may reflect an increase in regularity and a decrease in network repertoire compared to the brain's activity during resting-state consciousness."
Objective and bias-free measures of candidate motivation during job applications.,2021-Nov-09,"Mitchel Kappen, Marnix Naber","Society suffers from biases and discrimination, a longstanding dilemma that stems from ungrounded, subjective judgments. Especially unequal opportunities in labor remain a persistent challenge, despite the recent inauguration of top-down diplomatic measures. Here we propose a solution by using an objective approach to the measurement of nonverbal behaviors of job candidates that trained for a job assessment. First, we implemented and developed artificial intelligence, computer vision, and unbiased machine learning software to automatically detect facial muscle activity and emotional expressions to predict the candidates' self-reported motivation levels. The motivation judgments by our model outperformed recruiters' unreliable, invalid, and sometimes biased judgments. These findings mark the necessity and usefulness of novel, bias-free, and scientific approaches to candidate and employee screening and selection procedures in recruitment and human resources."
Development of a Prognostic Risk Model Based on Oxidative Stress-related Genes for Platinum-resistant Ovarian Cancer Patients.,2025,"Huishan Su, Yaxin Hou, Difan Zhu, Rongqing Pang, Shiyun Tian, Ran Ding, Ying Chen, Sihe Zhang","Ovarian Cancer (OC) is a heterogeneous malignancy with poor outcomes. Oxidative stress plays a crucial role in developing drug resistance. However, the relationships between Oxidative Stress-related Genes (OSRGs) and the prognosis of platinum-resistant OC remain unclear. This study aimed to develop an OSRGs-based prognostic risk model for platinum- resistant OC patients."
Using Deep Learning Artificial Intelligence Algorithms to Verify N-Nitroso-N-Methylurea and Urethane Positive Control Proliferative Changes in Tg-RasH2 Mouse Carcinogenicity Studies.,2021-Jun,"Daniel Rudmann, Jay Albretsen, Colin Doolan, Mark Gregson, Beth Dray, Aaron Sargeant, Donal O'Shea D, Jogile Kuklyte, Adam Power, Jenny Fitzgerald","In Tg-rasH2 carcinogenicity mouse models, a positive control group is treated with a carcinogen such as urethane or N-nitroso-N-methylurea to test study validity based on the presence of the expected proliferative lesions in the transgenic mice. We hypothesized that artificial intelligence-based deep learning (DL) could provide decision support for the toxicologic pathologist by screening for the proliferative changes, verifying the expected pattern for the positive control groups. Whole slide images (WSIs) of the lungs, thymus, and stomach from positive control groups were used for supervised training of a convolutional neural network (CNN). A single pathologist annotated WSIs of normal and abnormal tissue regions for training the CNN-based supervised classifier using INHAND criteria. The algorithm was evaluated using a subset of tissue regions that were not used for training and then additional tissues were evaluated blindly by 2 independent pathologists. A binary output (proliferative classes present or not) from the pathologists was compared to that of the CNN classifier. The CNN model grouped proliferative lesion positive and negative animals at high concordance with the pathologists. This process simulated a workflow for review of these studies, whereby a DL algorithm could provide decision support for the pathologists in a nonclinical study."
Optimizing Autoencoders for Learning Deep Representations From Health Data.,2019-Jan,"Chongyu Zhou, Yao Jia, Mehul Motani","Analyzing patients' health data using machine learning techniques can improve both patient outcomes and hospital operations. However, heterogeneous patient data (e.g., vital signs) and inefficient feature learning methods affect the implementation of machine learning-based patient data analysis. In this paper, we present a novel unsupervised deep learning-based feature learning (DFL) framework to automatically learn compact representations from patient health data for efficient clinical decision making. Real-world pneumonia patient data from the National University Hospital in Singapore are collected and analyzed to evaluate the performance of DFL. Furthermore, publicly available electroencephalogram data are extracted from the UCI Machine Learning Repository to test and support our findings. Using both data sets, we compare the performance of DFL to that of several popular feature learning methods and demonstrate its advantages."
