,titles,dates
15709,"Temperature dependent polarization of the thermal radiation emitted by
  thin, hot tungsten wires",2013-03-01
15710,"Some Notes on the Use of the Windowed Fourier Transform for Spectral
  Analysis of Discretely Sampled Data",2013-03-01
15711,Modeling for the Dynamics of Human Innovative Behaviors,2013-03-04
15712,"Operator content of real-space entanglement spectra at conformal
  critical points",2013-03-04
15713,"The specific heat and the radial thermal expansion of bundles of
  single-walled carbon nanotubes",2013-03-04
15714,Kakeya Configurations in Lie Groups and Homogeneous Spaces,2013-03-04
15715,"Spectral analysis of one-dimensional high-contrast elliptic problems
  with periodic coefficients",2013-03-06
15716,Nonlinear stationary states in PT-symmetric lattices,2013-03-13
15717,"Extending positive C-LASS results across multiple instructors and
  multiple classes of Modeling Instruction",2013-03-14
15718,Radial sine-Gordon kinks as sources of fast breathers,2013-03-18
15719,"Weighted estimation of the dependence function for an extreme-value
  distribution",2013-03-20
15720,"A delimitation of the support of optimal designs for Kiefer's
  $φ_p$-class of criteria",2013-03-20
15721,Cosmic Dust Aggregation with Stochastic Charging,2013-03-21
15722,Semantics for Probabilistic Inference,2013-03-13
15723,"Calculating Uncertainty Intervals From Conditional Convex Sets of
  Probabilities",2013-03-13
15724,"Detecting the Harmonic Vibrations of Micro Amplitudes and Low
  Frequencies with Atomic Mach-Zehnder Interferometer",2013-03-22
15725,Continuity of Dirac Spectra,2013-03-26
15726,Transient behavior of fractional queues and related processes,2013-03-26
15727,"Possible Emission of Cosmic $X$-- and $γ$--rays by Unstable
  Particles at Late Times",2013-03-27
15728,"First measurement of the CP-violating phase in $B_s^0 \to φφ$
  decays",2013-03-28
15729,"Inversion of moments to retrieve joint probabilities in quantum
  sequential measurements",2013-03-30
15730,"Algebraic Multilevel Preconditioning in Isogeometric Analysis:
  Construction and Numerical Studies",2013-04-01
15731,"Parametric (quasi-Cherenkov) cooperative radiation produced by electron
  bunches in natural or photonic crystals",2013-04-03
15732,"Evidence Combination and Reasoning and Its Application to Real-World
  Problem-Solving",2013-03-27
15733,Interval Influence Diagrams,2013-03-27
15734,"A Stochastic Delay Model for Pricing Debt and Equity: Numerical
  Techniques and Applications",2013-04-07
15735,Summary of A New Normative Theory of Probabilistic Logic,2013-03-27
15736,Uncertainty Management for Fuzzy Decision Support Systems,2013-03-27
15737,Stochastic Sensitivity Analysis Using Fuzzy Influence Diagrams,2013-03-27
15738,"NAIVE: A Method for Representing Uncertainty and Temporal Relationships
  in an Automated Reasoner",2013-03-27
15739,On MITL and alternating timed automata,2013-04-09
15740,Inductive Inference and the Representation of Uncertainty,2013-03-27
15741,"Best-in-class and Strategic Benchmarking of Scientific Subject
  Categories of Web of Science in 2010",2013-04-14
15742,"Delayed feedback control of unstable steady states with high-frequency
  modulation of the delay",2013-04-15
15743,"Variance function estimation in quantitative mass spectrometry with
  application to iTRAQ labeling",2013-04-16
15744,"Two-Stage Plans for Estimating a Threshold Value of a Regression
  Function",2013-04-16
15745,"Central indexes to the citation distribution: A complement to the
  h-index",2013-04-18
15746,"Reconstruction of the wave speed from transmission eigenvalues for the
  spherically-symmetric variable-speed wave equation",2013-04-22
15747,"The Fermi All-sky Variability Analysis: A list of flaring gamma-ray
  sources and the search for transients in our Galaxy",2013-04-22
15748,Resampling Approach to the Estimation of Reliability Systems,2013-04-23
15749,"Results of experimental investigations of cobalt beta decay rate
  variation",2013-04-25
15750,On unbounded invariant measures of stochastic dynamical systems,2013-04-26
15751,Percolation and disorder-resistance in cellular automata,2013-04-26
15752,"On the LAMN property for continuous observations of some diffusion
  processes with jumps",2013-04-29
15753,"Information-theoretic tools for parametrized coarse-graining of
  non-equilibrium extended systems",2013-04-29
15754,"The Mixed Spin 3 - Spin 3/2 Ferrimagnetic Ising Model on Cellular
  Automaton",2013-04-29
15755,The finite index basis property,2013-05-01
15756,On Torus Homeomorphisms Semiconjugate to irrational Rotations,2013-05-03
15757,NMR-Based Diffusion Lattice Imaging,2013-05-07
15758,"Improving Receiver Performance of Diffusive Molecular Communication with
  Enzymes",2013-05-08
15759,"Wigner-Poisson statistics of topological transitions in a Josephson
  junction",2013-05-13
15760,The quest for self-consistency in hydrogen-bond definitions,2013-05-14
15761,"A Study of the Di-Hadron Angular Correlation Function in Event by Event
  Ideal Hydrodynamics",2013-05-14
15762,"Final title: ""More on domination polynomial and domination root""
  Previous title: ""Graphs with domination roots in the right half-plane""",2013-05-16
15763,"Bernstein diffusions for a class of linear parabolic partial
  differential equations",2013-05-19
15764,Theory of Barnes Beta Distributions,2013-05-20
15765,"Collapse of a cylindrically symmetric, self-similar scalar field with
  non-minimal coupling: Solutions with a regular axis",2013-05-21
15766,"Swift X-ray Telescope Monitoring of Fermi-LAT Gamma Ray Sources of
  Interest",2013-05-21
15767,"Deformation of a projection in the multipleir algebra and projection
  lifting from the corona algebra of a non-simple C*-algebra",2013-05-22
15768,"Using shortcut to adiabatic passage for the ultrafast quantum state
  transfer in cavity QED system",2013-05-23
15769,"Measuring the X-ray Background in the Reionization Era with First
  Generation 21 cm Experiments",2013-05-23
15770,"Magnetization reversal in sub-100nm magnetic tunnel junctions with
  ultrathin MgO barrier biased along hard axis",2013-05-27
15771,Near-extreme statistics of Brownian motion,2013-05-28
15772,Metric Diophantine approximation on the middle-third Cantor set,2013-05-28
15773,On the Self-Recovery Phenomenon in the Process of Diffusion,2013-05-28
15774,Multigrid-in-time for sensitivity analysis of chaotic dynamical systems,2013-05-29
15775,Response of Two-dimensional Kinetic Ising Model under Stochastic Field,2013-05-30
15776,"Multivalued Backward Stochastic Differential Equations with Time Delayed
  Generators",2013-05-30
15777,"Asymptotic normality of a Sobol index estimator in Gaussian process
  regression framework",2013-05-31
15778,Some comments on `Equation for the second virial coefficient`,2013-06-01
15779,Particle energization through time-periodic helical magnetic fields,2013-06-01
15780,Prediction with Missing Data via Bayesian Additive Regression Trees,2013-06-03
15781,Searching with and against the stream: Levy or Brown?,2013-06-05
15782,"Results on independent sets in categorical products of graphs, the
  ultimate categorical independence ratio and the ultimate categorical
  independent domination ratio",2013-06-07
15783,Unidirectional quantum walks: evolution and exit times,2013-06-07
15784,"A modular relation for the chromatic symmetric functions of (3+1)-free
  posets",2013-06-11
15785,"Simulation of forward-reverse stochastic representations for conditional
  diffusions",2013-06-11
15786,The Plastic Flow of Solid 4He through a Porous Membrane,2013-06-12
15787,Gelation for Marcus-Lushnikov process,2013-06-14
15788,"Ruin probability of a discrete-time risk process with proportional
  reinsurance and investment for exponential and Pareto distributions",2013-06-14
15789,"A class of exactly solved assisted hopping models of active-absorbing
  state transitions on a line",2013-06-14
15790,"The problem of artificial precision in theories of vagueness: a note on
  the role of maximal consistency",2013-06-18
15791,"Suppression of superconductivity by inhomogeneous chiral condensation in
  the NJL$_2$ model",2013-06-19
15792,"The hybrid surface flux method for the ionization amplitude extraction
  from the calculated wavefunction",2013-06-22
15793,$p$-adic Hodge theory in rigid analytic families,2013-06-24
15794,Estimates for the asymptotic convergence factor of two intervals,2013-06-25
15795,A lower bound for the norm of the minimal residual polynomial,2013-06-25
15796,Honest and adaptive confidence sets in Lp,2013-06-25
15797,"Numerical Solutions of Open String Field Theory in Marginally Deformed
  Backgrounds",2013-06-27
15798,Temporal fluctuation scaling in nonstationary counting processes,2013-06-28
15799,"Comprehensive Measurement of Neutron Yield Produced by 62 MeV Protons on
  Beryllium Target",2013-06-28
15800,Asymptotic Density and Computably Enumerable Sets,2013-06-28
15801,The observation of diffraction phases in matter wave scattering,2013-06-29
15802,A Sampling Algebra for Aggregate Estimation,2013-06-30
15803,Global envelope tests for spatial processes,2013-06-30
15804,"Non-Smooth Saddle-Node Bifurcations of Forced Monotone Interval Maps I:
  Existence of an SNA",2013-07-01
15805,Probing the scale of New Physics at the LHC: the example of Higgs data,2013-07-01
15806,"Bifurcation of critical points for continuous families of C^2
  functionals of Fredholm type",2013-07-03
15807,Inhomogeneous Thermalization in Strongly Coupled Field Theories,2013-07-04
15808,Upsilon suppression in PbPb collisions at the LHC,2013-07-06
15809,"Solution of Rectangular Fuzzy Games by Principle of Dominance Using
  LR-type Trapezoidal Fuzzy Numbers",2013-07-07
15810,"Is there plenty of metal-poor stars with planets in the Galactic thick
  disk?",2013-07-08
15811,"Confidence intervals for the critical value in the divide and color
  model",2013-07-10
15812,Slowdown in branching Brownian motion with inhomogeneous variance,2013-07-12
15813,Some support properties for a class of Lambda-Fleming-Viot processes,2013-07-15
15814,"About the EW contribution to the relation between pole and MS-masses of
  the top-quark in the Standard Model",2013-07-16
15815,"Sorption of 4He, H2, Ne, N2, CH4 and Kr impurities in graphene oxide at
  low temperatures. Quantum effects",2013-07-17
15816,Recovery of time dependent volatility coefficient by linearization,2013-07-17
15817,"Variational formulation of problems involving fractional order
  differential operators",2013-07-17
15818,Fast polynomial evaluation and composition,2013-07-22
15819,"Using a Dynamic Neural Field Model to Explore a Direct Collicular
  Inhibition Account of Inhibition of Return",2013-07-22
15820,"Measurement of the prompt J/psi and psi(2S) polarizations in pp
  collisions at sqrt(s) = 7 TeV",2013-07-23
15821,"Local Existence of Strong Solutions to the 3D Zakharov-Kuznestov
  Equation in a Bounded Domain",2013-07-25
15822,"Buffer-overflows: joint limit laws of undershoots and overshoots of
  reflected processes",2013-07-26
15823,"REECH-ME: Regional Energy Efficient Cluster Heads based on Maximum
  Energy Routing Protocol for WSNs",2013-07-26
15824,"DREEM-ME: Distributed Regional Energy Efficient Multi-hop Routing
  Protocol based on Maximum Energy in WSNs",2013-07-26
15825,CRPS M-estimation for max-stable models,2013-07-27
15826,"Analysis and Modeling of Network Connectivity in Routing Protocols for
  MANETs and VANETs",2013-07-27
15827,"Landau level transitions indoped graphene in a time dependent magnetic
  field",2013-07-30
15828,"Mutual Information-Based Planning for Informative Windowed Forecasting
  of Continuous-Time Linear Systems",2013-08-01
15829,"An inverse problem for a class of canonical systems and its applications
  to self-reciprocal polynomials",2013-08-01
15830,Detailed Structure for Freiman's 3k-3 Theorem,2013-08-03
15831,"Elastic and inelastic collisions of $^2Σ$ molecules in a magnetic
  field",2013-08-04
15832,"Hot-electron refluxing enhanced relativistic transparency of overdense
  plasmas",2013-08-05
15833,Finite-time thermodynamics of port-Hamiltonian systems,2013-08-06
15834,"Solving highly-oscillatory NLS with SAM: numerical efficiency and
  geometric properties",2013-08-06
15835,Monotone Smoothing Splines Using General Linear Systems,2013-08-07
15836,"Establishing the astrophysical origin of a signal in a neutrino
  telescope",2013-08-09
15837,"Optimal investment for all time horizons and Martin boundary of
  space-time diffusions",2013-08-09
15838,Mixing for some non-uniformly hyperbolic systems,2013-08-11
15839,"Identification time-delayed fractional order chaos with functional
  extrema model via differential evolution",2013-08-12
15840,Revisiting SWJ2000.6+3210 : A persistent Be X-ray pulsar ?,2013-08-13
15841,Quantile and quantile-function estimations under density ratio model,2013-08-13
15842,"Distributed Ranging and Localization for Wireless Networks via
  Compressed Sensing",2013-08-16
15843,"A Variational Principle for Improving 2D Triangle Meshes based on
  Hyperbolic Volume",2013-08-18
15844,Hot methane line lists for exoplanet and brown dwarf atmospheres,2013-08-21
15845,Ergodicity of a Generalized Jacobi's Equation and Applications,2013-08-22
15846,"On entire functions restricted to intervals, partition of unities, and
  dual Gabor frames",2013-08-26
15847,Unifying the Dynkin and Lebesgue-Stieltjes formulae,2013-08-27
15848,"Global cosmological dynamics for the scalar field representation of the
  modified Chaplygin gas",2013-08-27
15849,"Qualitative analysis of Kantowski-Sachs metric in a generic class of
  $f(R)$ models",2013-08-27
15850,Equilibrium Arrival Times to a Queue with Order Penalties,2013-08-28
15851,Shearless transport barriers in unsteady two-dimensional flows and maps,2013-08-28
15852,Simulator for Microlens Planet Surveys,2013-08-28
15853,"One-Dimensional Waveguide Coupled to Multiple Qubits: Photon-Photon
  Correlations",2013-08-29
15854,"A method for proving the completeness of a list of zeros of certain
  L-functions",2013-08-30
15855,Valley polarized transport in strained graphene based Corbino disc,2013-09-02
15856,"On the Interval [n,2n]: Primes, Composites and Perfect Powers",2013-09-02
15857,"Analysis of multichannel measurements of rare processes with uncertain
  expected background and acceptance",2013-09-02
15858,"Study of Solutions for a quasilinear Elliptic Problem With negative
  exponents",2013-09-03
15859,"Dimension elevation in Muntz spaces: A new emergence of the Muntz
  condition",2013-09-04
15860,On Removable Sets For Convex Functions,2013-09-05
15861,"Stuck walks: A conjecture of Erschler, Tóth and Werner",2013-09-06
15862,"Asymptotic formulas for spectral gaps and deviations of Hill and 1D
  Dirac operators",2013-09-06
15863,"Evolution and non-equilibrium physics. A study of the Tangled Nature
  Model",2013-09-07
15864,Tubular initial conditions and ridge formation,2013-09-07
15865,Regularity of roots of polynomials,2013-09-09
15866,"Cosmological dependence of the measurements of luminosity function,
  projected clustering and galaxy-galaxy lensing signal",2013-09-11
15867,All AdS_7 solutions of type II supergravity,2013-09-11
15868,On the dimension of the graph of the classical Weierstrass function,2013-09-15
15869,"Critical edge behavior and the Bessel to Airy transition in the
  singularly perturbed Laguerre unitary ensemble",2013-09-17
15870,Point process models for fine-resolution rainfall,2013-09-18
15871,A constructive approach to triangular trigonometric patches,2013-09-18
15872,On detection of the free inner core nutation from VLBI data,2013-09-20
15873,"A survey on the pseudo-process driven by the high-order heat-type
  equation $\partial/\partial t=\pm\partial^N/\partial x^N$ concerning the
  first hitting times and sojourn times",2013-09-22
15874,The Dilworth Number of Auto-Chordal-Bipartite Graphs,2013-09-23
15875,"Asymptotically Normal and Efficient Estimation of Covariate-Adjusted
  Gaussian Graphical Model",2013-09-23
15876,A generalized Hilbert matrix acting on Hardy spaces,2013-09-24
15877,"Central Limit Theorems for Biorthogonal Ensembles and Asymptotics of
  Recurrence Coefficients",2013-09-24
15878,"Quasi-decidability of a Fragment of the First-order Theory of Real
  Numbers",2013-09-24
15879,New Light on Dark Photons,2013-09-25
15880,Multidimensional quadratic and subquadratic BSDEs with special structure,2013-09-26
15881,Subspaces of $C^\infty$ invariant under the differentiation,2013-09-26
15882,Time-Resonant Tokamak Plasma Edge Instabilities?,2013-10-01
15883,"A trivial non-chaotic map lattice asymptotically indistiguishable from a
  Lévy walk",2013-10-01
15884,"Mean of the $L^\infty$-norm for $L^2$-normalized random waves on compact
  aperiodic Riemannian manifolds",2013-10-04
15885,Non-Markovian effect on remote state preparation,2013-10-07
15886,Combinatoire algébrique liée aux ordres sur les permutations,2013-10-07
15887,"Dynamics of second order in time evolution equations with
  state-dependent delay",2013-10-10
15888,"The calculation of expectation values in Gaussian random tensor theory
  via meanders",2013-10-14
15889,Asteroid spin-axis longitudes from the Lowell Observatory database,2013-10-14
15890,"Stable commutator length in Baumslag-Solitar groups and quasimorphisms
  for tree actions",2013-10-14
15891,"Existence, Uniqueness, Analyticity, and Borel Summability for Boussinesq
  Equations",2013-10-15
15892,Designing Fe Nanostructures at Graphene/h-BN Interfaces,2013-10-19
15893,"Minkowski structure for purity and entanglement of Gaussian bipartite
  states",2013-10-24
15894,"Change of variables as a method to study general $β$-models: bulk
  universality",2013-10-29
15895,Universal entanglement crossover of coupled quantum wires,2013-10-29
15896,Phase diagram and optical conductivity of La1.8-xEu0.2SrxCuO4,2013-10-30
15897,"Position-sensitive spectral splitting with a plasmonic nanowire on
  silicon chip",2013-11-05
15898,The quark-hadron thermodynamics in magnetic field,2013-11-05
15899,The origin of the logarithmic integral in the prime number theorem,2013-09-30
15900,A note on spherical maxima sharing the same Lagrange multiplier,2013-11-05
15901,"Planck intermediate results. XVI. Profile likelihoods for cosmological
  parameters",2013-11-07
15902,"Method for Direct Measurement of Cosmic Acceleration by 21-cm Absorption
  Systems",2013-11-11
15903,Joint Mean and Covariance Modeling of Multiple Health Outcome Measures,2013-11-11
15904,"Parameters Affecting Temporal Resolution of Time Resolved Integrative
  Optical Neutron Detector (TRION)",2013-11-12
15905,A Time-Dependent Dirichlet-Neumann Method for the Heat Equation,2013-11-12
15906,Induced Matchings and the Algebraic Stability of Persistence Barcodes,2013-11-14
15907,Criteria for pointwise growth and their role in invasion processes,2013-11-14
15908,A dynamical point of view on the set of B-free integers,2013-11-15
15909,"Search for a Stochastic Gravitational-wave Background using a pair of
  Torsion-bar Antennas",2013-11-18
15910,Suppressing Hawking radiation by quantum Zeno effect,2013-11-18
15911,Homotopy type of Frobenius complexes II,2013-11-19
15912,"Euclidean Dynamical Triangulation revisited: is the phase transition
  really first order?",2013-11-19
15913,Orthogonal polynomials of equilibrium measures supported on Cantor sets,2013-11-19
15914,"Experimental Demonstration of Quasi-Resonant Absorption in Silicon Thin
  Films for Enhanced Solar Light Trapping",2013-11-21
15915,Updating an upper bound of Erik Westzynthius,2013-11-23
15916,Approximate convexity and an edge-isoperimetric estimate,2013-11-23
15917,On Approximate Inference for Generalized Gaussian Process Models,2013-11-25
15918,Riemann zeta zeros and zero-point energy,2013-11-26
15919,On transition of non-stationary waves,2013-11-27
15920,"Approximation of the invariant law of SPDEs: error analysis using a
  Poisson equation for a full-discretization scheme",2013-11-27
15921,"Interpolation of nonstationary high frequency spatial-temporal
  temperature data",2013-11-29
15922,"The enclosure method for inverse obstacle scattering using a single
  electromagnetic wave in time domain",2013-12-31
15923,"On possible time singular points and eventual regularity of weak
  solutions to the fractional Navier-Stokes equations",2014-01-02
15924,"The statistical dynamics of a spatial logistic model and the related
  kinetic equation",2014-01-02
15925,"First and second moments for self-similar couplings and Wasserstein
  distances",2014-01-07
15926,Anomalous light absorption around subwavelength apertures in metal films,2014-01-09
15927,Energy-aware Load Balancing Policies for the Cloud Ecosystem,2014-01-09
15928,"Semi-infinite optimization with sums of exponentials via polynomial
  approximation",2014-01-10
15929,"Inference in $α$-Brownian bridge based on Karhunen-Loève
  expansions",2014-01-10
15930,A new representation of the light curve and its power density spectrum,2014-01-11
15931,Ramsey Functions for Generalized Progressions,2014-01-13
15932,Higher-Dimensional Communication and S.E.T.I,2013-12-24
15933,Measurable Maximal Energy and Minimal Time Interval,2014-01-14
15934,Exact Post-Selection Inference for Sequential Regression Procedures,2014-01-16
15935,Decidability and Undecidability Results for Propositional Schemata,2014-01-16
15936,"Measurement Method for Evaluating the Probability Distribution of the
  Quality Factor of Mode-Stirred Reverberation Chambers",2014-01-16
15937,An Analysis of Ruspini Partitions in Gödel Logic,2014-01-21
15938,"Numerical proof of stability of roll waves in the small-amplitude limit
  for inclined thin film flow",2014-01-21
15939,"Equal-Interval Splitting of Quantum Tunneling in Single-Molecule Magnets
  with Identical Exchange Coupling",2014-01-22
15940,"Multiple imputation for continuous variables using a Bayesian principal
  component analysis",2014-01-22
15941,Excited state entanglement in homogeneous fermionic chains,2014-01-23
15942,Optical properties of irradiated epitaxial GaN films,2014-01-23
15943,Abstract Cesàro Spaces. I. Duality,2014-01-24
15944,Cycle 23 Variation in Solar Flare Productivity,2014-01-24
15945,A Stochastic Quasi-Newton Method for Large-Scale Optimization,2014-01-27
15946,"Nonlinear Propagation of Coherent States through Avoided Energy Level
  Crossing",2014-01-30
15947,Inference with penalized likelihood,2014-01-30
15948,On generating functions of Hausdorff moment sequences,2014-01-31
15949,"Spatial and temporal structures of four financial markets in Greater
  China",2014-02-05
15950,Generalized Gaussian Random Fields using hidden selections,2014-02-05
15951,Synchronization of coupled stochastic systems with multiplicative noise,2014-02-07
15952,"First exit time from a bounded interval for pseudo-processes driven by
  the equation $\partial/\partial t=(-1)^{N-1}\partial^{2N}/\partial x^{2N}$",2014-02-08
15953,Dynamique du problème $3x+1$ sur la droite réelle,2014-02-09
15954,A Second-order Bound with Excess Losses,2014-02-10
15955,Fractional covers and matchings in families of weighted $d$-intervals,2014-02-10
15956,Profiles for the radial focusing 4d energy-critical wave equation,2014-02-10
15957,"Classification of finite-dimensional compact topological algebras,
  preliminary report",2014-02-15
15958,"Mixing properties in the advection of passive tracers via recurrences
  and extreme value theory",2014-02-16
15959,"Robust estimate of dynamo thresholds in the von Kármán sodium
  experiment using the Extreme Value Theory",2014-02-18
15960,Discretization of Temporal Data: A Survey,2014-02-18
15961,"Dirichlet-Neumann and Neumann-Neumann Waveform Relaxation for the Wave
  Equation",2014-02-18
15962,"On the Estimation of Channel State Transitions for Cognitive Radio
  Systems",2014-02-20
15963,"A high-order scheme for solving wave propagation problems via the direct
  construction of an approximate time-evolution operator",2014-02-20
15964,Strong Stationary Duality for Diffusion Processes,2014-02-24
15965,Testing non-nested structural equation models,2014-02-26
15966,"Nonnegative Trigonometric Polynomials, Sturms Theorem, and Symbolic
  Computation",2014-02-27
15967,Local non-equilibrium thermodynamics,2014-03-07
15968,"Logistic approximations and their consequences to bifurcations patterns
  and long-run dynamics",2014-03-07
15969,"Joint densities of first hitting times of a diffusion process through
  two time dependent boundaries",2014-03-07
15970,"Integrability of solutions of the Skorokhod Embedding Problem for
  Diffusions",2014-03-10
15971,"Physical Interpretation of the Angle Dependent Magnetic Helicity
  Spectrum in the Solar Wind: The Nature of Turbulent Fluctuations near the
  Proton Gyroradius Scale",2014-03-10
15972,Errors in Scale Values for Magnetic Elements for Helsinki,2014-03-11
15973,Nonlinear (Anharmonic) Casimir Oscillator,2014-03-12
15974,"Renyi entropy and improved equilibration rates to self-similarity for
  nonlinear diffusion equations",2014-03-12
15975,"Measurement of the neutrino-oxygen neutral-current interaction cross
  section by observing nuclear deexcitation $γ$ rays",2014-03-13
15976,"On generalized resolvents and characteristic matrices of first-order
  symmetric systems",2014-03-16
15977,Fourier multipliers on weighted $L^p$ spaces,2014-03-18
15978,"On the algebraic and topological structure of the set of Turán
  densities",2014-03-19
15979,"Coherence rephasing combined with spin-wave storage using chirped
  control pulses",2014-03-19
15980,Entanglement Entropy in 2D Non-abelian Pure Gauge Theory,2014-03-20
15981,"The available-enthalpy (flow-exergy) cycle. Part-I: introduction and
  basic equations",2014-03-22
15982,"Eigenvalue, global bifurcation and positive solutions for a class of
  fully nonlinear problems",2014-03-23
15983,Quantum Computing in Plato's Cave,2014-03-23
15984,Optimizing Your Online-Advertisement Asynchronously,2014-03-23
15985,"Fuzzy transformations and extremality of Gibbs measures for the Potts
  model on a Cayley tree",2014-03-23
15986,Radiation pressure detection and density estimate for 2011 MD,2014-03-24
15987,High quality electron bunch generation with CO2-laser plasma accelerator,2014-03-25
15988,"Exponential decay properties of a mathematical model for a certain
  fluid-structure interaction",2014-03-25
15989,"On a Theorem by Bojanov and Naidenov applied to families of
  Gegenbauer-Sobolev polynomials",2014-03-27
15990,A Unified Framework of Constrained Regression,2014-03-27
15991,Epitaxial stabilization of ultra thin films of electron doped manganites,2014-03-29
15992,"On an isoperimetric problem with a competing non-local term:
  Quantitative results",2014-03-30
15993,"Uniform asymptotics for the tail probability of weighted sums with heavy
  tails",2014-03-30
15994,Sets of bounded discrepancy for multi-dimensional irrational rotation,2014-04-01
15995,On the Assouad dimension of self-similar sets with overlaps,2014-04-03
15996,Cluster tails for critical power-law inhomogeneous random graphs,2014-04-07
15997,"Double Well Potential Function and Its Optimization in the n-dimensional
  Real Space - Part II",2014-04-07
15998,Efficiency of conformalized ridge regression,2014-04-08
15999,"A Stochastic Temporal Model of Polyphonic MIDI Performance with
  Ornaments",2014-04-08
16000,Generalised additive and index models with shape constraints,2014-04-10
16001,Quantum Brownian motion near a point-like reflecting boundary,2014-04-11
16002,Long-range correlations and trends in Colombian seismic time series,2014-04-13
16003,"Distributed Asynchronous Optimization Framework for the MISO
  Interference Channel",2014-04-14
16004,Daily Variations of the Geomagnetic Field in the Brazilian zone,2014-04-16
16005,"On the spectrum of the discrete $1d$ Schrödinger operator with an
  arbitrary even potential",2014-04-16
16006,"The orbital evolution of a passive high-orbit fragment with large
  surface area",2014-04-17
16007,Nonparametric species richness estimation under convexity constraint,2014-04-18
16008,"A High-Precision Multi-Channel TAC and QAC Module for the Neutron
  Detection Wall",2014-04-21
16009,Jarzynski equality for a gas particle driven out of equilibrium,2014-04-21
16010,Large fluctuations in diffusion-controlled absorption,2014-04-21
16011,"Self-organization of current channels percolation in polymer composite
  films with thermal nonlinearity of conductivity: comparison of experimental
  data and computer simulations",2014-04-22
16012,"The Power of an Example: Hidden Set Size Approximation Using Group
  Queries and Conditional Sampling",2014-04-20
16013,Step scaling and the Yang-Mills gradient flow,2014-04-23
16014,Differentiable-Path Integrals in Quantum Mechanics,2014-04-25
16015,"A semi-parametric Bayesian model of inter- and intra-examiner agreement
  for periodontal probing depth",2014-04-29
16016,Periodic nilsequences and inverse theorems on cyclic groups,2014-04-30
16017,Games with recurring certainty,2014-04-03
16018,On the agreement between small-world-like OFC model and real earthquakes,2014-05-01
16019,"Transition Probability for the Neutrino Wave in Muon Decay and
  Oscillation Experiments",2014-05-03
16020,"The change of GRB polarization angles in the magnetic-dominated jet
  model",2014-05-05
16021,"Analysis of Degrees of Freedom of Wideband Random Multipath Fields
  Observed Over Time and Space Windows",2014-05-06
16022,Combinatorics of diagrams of permutations,2014-05-07
16023,"Excited-state entanglement and thermal mutual information in random spin
  chains",2014-05-08
16024,"Spectral Points of Type $π_+$ and Type $π_-$ of Closed Operators in
  Indefinite Inner Product Spaces",2014-05-09
16025,"Multifractal analysis for weak Gibbs measures: from large deviations to
  irregular sets",2014-05-11
16026,"Stability of traveling waves of nonlinear Schrödinger equation with
  nonzero condition at infinity",2014-05-11
16027,"Highly Accreting Quasars: Sample Definition and Possible Cosmological
  Implications",2014-05-12
16028,Oscillation results from T2K,2014-05-15
16029,"Quartic oscillator potential in the γ-rigid regime of the
  collective geometrical model",2014-05-15
16030,The Davenport constant of a box,2014-05-17
16031,"Heat capacity anomaly at the quantum critical point of the Transverse
  Ising Magnet CoNb_2O_6",2014-05-18
16032,"Statistics of the MLE and Approximate Upper and Lower Bounds - Part 2:
  Threshold Computation and Optimal Signal Design",2014-05-19
16033,Measure Theoretic Trigonometric Functions,2014-05-19
16034,"Quantum Local Quench, AdS/BCFT and Yo-Yo String",2014-05-21
16035,"Interactive Reference Point-Based Guided Local Search for the
  Bi-objective Inventory Routing Problem",2014-05-22
16036,The observable structure of persistence modules,2014-05-22
16037,Two simple full-text indexes based on the suffix array,2014-05-22
16038,Entanglement Entropy and D1-D5 geometries,2014-05-23
16039,Hyperfine structure of S-states in muonic deuterium,2014-05-24
16040,"Model-independent determination of the magnetic radius of the proton
  from spectroscopy of ordinary and muonic hydrogen",2014-05-26
16041,"On the number of parameters $c$ for which the point $x=0$ is a
  superstable periodic point of $f_c(x) = 1 - cx^2$",2014-05-28
16042,Questioning a 3.5 keV dark matter emission line,2014-05-30
16043,Scales of quasi-arithmetic means determined by invariance property,2014-05-31
16044,Relative entropy in higher spin holography,2014-06-02
16045,"Measurements of Direct CP Asymmetries in B to X_s gamma decays using Sum
  of Exclusive Decays",2014-06-02
16046,Individual and patch behaviour in structured metapopulation models,2014-06-03
16047,"Proceedings Twelfth International Workshop on the ACL2 Theorem Prover
  and its Applications",2014-06-04
16048,Numerical integration of discontinuous functions in many dimensions,2014-06-05
16049,"Non-Poissonian Quantum Jumps of a Fluxonium Qubit due to Quasiparticle
  Excitations",2014-06-06
16050,"Analysis of solutions to a model parabolic equation with very singular
  diffusion",2014-06-06
16051,Calculus from a Statistics Perspective,2014-06-10
16052,"Theoretical analysis of the astrophysical S-factor for the alpha+d
  -->6Li + gamma capture reaction in the two body model",2014-06-11
16053,"Comparative Performance Analysis of Different Modulation Techniques for
  PAPR Reduction of OFDM Signal",2014-06-11
16054,On univoque points for self-similar sets,2014-06-12
16055,"Empirical likelihood confidence regions for the parameters of a two
  phases nonlinear model with and without missing response data",2014-06-16
16056,Sleep apnea-hypopnea quantification by cardiovascular data analysis,2014-06-13
16057,Identifying roles of clinical pharmacy with survey evaluation,2014-06-17
16058,"Discontinuous Galerkin finite element methods for time-dependent
  Hamilton--Jacobi--Bellman equations with Cordes coefficients",2014-06-18
